"sponsor_name","phase","trial_count","rank_within_phase"
"Betta Pharmaceuticals Co., Ltd.",PHASE1/PHASE2,4,7
Pfizer,PHASE1/PHASE2,4,7
Dana-Farber Cancer Institute,PHASE1/PHASE2,4,7
Daiichi Sankyo,PHASE1/PHASE2,3,15
Amgen,PHASE1/PHASE2,3,15
Washington University School of Medicine,PHASE1/PHASE2,3,15
"Fuda Cancer Hospital, Guangzhou",PHASE1/PHASE2,3,15
Akeso,PHASE1/PHASE2,3,15
Sun Yat-sen University,PHASE1/PHASE2,3,15
Shanghai Chest Hospital,PHASE1/PHASE2,3,15
"Sichuan Baili Pharmaceutical Co., Ltd.",PHASE1/PHASE2,3,15
Cancer Research UK,PHASE1/PHASE2,3,15
Ludwig Institute for Cancer Research,PHASE1/PHASE2,2,24
"Henan Genuine Biotech Co., Ltd.",PHASE1/PHASE2,2,24
Philogen S.p.A.,PHASE1/PHASE2,2,24
Pierre Fabre Medicament,PHASE1/PHASE2,2,24
Takeda,PHASE1/PHASE2,2,24
Medical University of South Carolina,PHASE1/PHASE2,2,24
"Qilu Pharmaceutical Co., Ltd.",PHASE1/PHASE2,2,24
GV20 Therapeutics,PHASE1/PHASE2,2,24
RedCloud Bio,PHASE1/PHASE2,2,24
"Clovis Oncology, Inc.",PHASE1/PHASE2,2,24
Beijing Biotech,PHASE1/PHASE2,2,24
Massachusetts General Hospital,PHASE1/PHASE2,2,24
"Shanghai Hengrui Pharmaceutical Co., Ltd.",PHASE1/PHASE2,2,24
"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",PHASE1/PHASE2,2,24
Shiga University,PHASE1/PHASE2,2,24
Icahn School of Medicine at Mount Sinai,PHASE1/PHASE2,2,24
Shouyao Holdings (Beijing) Co. LTD,PHASE1/PHASE2,2,24
Silverback Therapeutics,PHASE1/PHASE2,2,24
Immuneering Corporation,PHASE1/PHASE2,2,24
"Millennium Pharmaceuticals, Inc.",PHASE1/PHASE2,2,24
"Jiangsu HengRui Medicine Co., Ltd.",PHASE1/PHASE2,2,24
"NantCell, Inc.",PHASE1/PHASE2,2,24
"Allist Pharmaceuticals, Inc.",PHASE1/PHASE2,2,24
"Nasser Hanna, M.D.",PHASE1/PHASE2,2,24
H. Lee Moffitt Cancer Center and Research Institute,PHASE1/PHASE2,2,24
"NextCure, Inc.",PHASE1/PHASE2,2,24
"EMD Serono Research & Development Institute, Inc.",PHASE1/PHASE2,2,24
"Merck KGaA, Darmstadt, Germany",PHASE1/PHASE2,2,24
University of Washington,PHASE1/PHASE2,2,24
"PersonGen BioTherapeutics (Suzhou) Co., Ltd.",PHASE1/PHASE2,2,24
"Shenzhen Hornetcorn Bio-technology Company, LTD",PHASE1/PHASE2,1,54
A2 Biotherapeutics Inc.,PHASE1/PHASE2,1,54
Abbott,PHASE1/PHASE2,1,54
AbbVie,PHASE1/PHASE2,1,54
Ability Pharmaceuticals SL,PHASE1/PHASE2,1,54
Abramson Cancer Center at Penn Medicine,PHASE1/PHASE2,1,54
Achieve Life Sciences,PHASE1/PHASE2,1,54
Acrotech Biopharma Inc.,PHASE1/PHASE2,1,54
"Affini-T Therapeutics, Inc.",PHASE1/PHASE2,1,54
AHS Cancer Control Alberta,PHASE1/PHASE2,1,54
Alaunos Therapeutics,PHASE1/PHASE2,1,54
Alexander Chi,PHASE1/PHASE2,1,54
"AmMax Bio, Inc.",PHASE1/PHASE2,1,54
Andrew Sharabi,PHASE1/PHASE2,1,54
Anhui Provincial Hospital,PHASE1/PHASE2,1,54
Antisoma Research,PHASE1/PHASE2,1,54
Aptium Oncology Research Network,PHASE1/PHASE2,1,54
Arrys Therapeutics,PHASE1/PHASE2,1,54
Ascendis Pharma Oncology Division A/S,PHASE1/PHASE2,1,54
Astellas Pharma Inc,PHASE1/PHASE2,1,54
"Astex Pharmaceuticals, Inc.",PHASE1/PHASE2,1,54
"Aulos Bioscience, Inc.",PHASE1/PHASE2,1,54
AVAX Technologies,PHASE1/PHASE2,1,54
"Avistone Biotechnology Co., Ltd.",PHASE1/PHASE2,1,54
"Avistone Pharmaceutical（Ningbo）Co., LTD.",PHASE1/PHASE2,1,54
Barbara Ann Karmanos Cancer Institute,PHASE1/PHASE2,1,54
Bayer,PHASE1/PHASE2,1,54
"Beijing Immunochina Medical Science & Technology Co., Ltd.",PHASE1/PHASE2,1,54
Beijing Pearl Biotechnology Limited Liability Company,PHASE1/PHASE2,1,54
"Beijing Tide Pharmaceutical Co., Ltd",PHASE1/PHASE2,1,54
BerGenBio ASA,PHASE1/PHASE2,1,54
Beta Pharma Shanghai,PHASE1/PHASE2,1,54
BicycleTx Limited,PHASE1/PHASE2,1,54
BioNTech SE,PHASE1/PHASE2,1,54
"Black Diamond Therapeutics, Inc.",PHASE1/PHASE2,1,54
BlossomHill Therapeutics,PHASE1/PHASE2,1,54
Blueprint Medicines Corporation,PHASE1/PHASE2,1,54
"BOE Technology Group Co., Ltd.",PHASE1/PHASE2,1,54
"Bridge Biotherapeutics, Inc.",PHASE1/PHASE2,1,54
"Calithera Biosciences, Inc",PHASE1/PHASE2,1,54
Cancer Trials Ireland,PHASE1/PHASE2,1,54
"CASI pharmaceuticals, Inc.",PHASE1/PHASE2,1,54
Celgene,PHASE1/PHASE2,1,54
Celgene Corporation,PHASE1/PHASE2,1,54
CellCentric Ltd.,PHASE1/PHASE2,1,54
Centre Georges Francois Leclerc,PHASE1/PHASE2,1,54
Centre Hospitalier Universitaire de Besancon,PHASE1/PHASE2,1,54
China Medical University Hospital,PHASE1/PHASE2,1,54
Chong Kun Dang Pharmaceutical,PHASE1/PHASE2,1,54
"Clifford Hospital, Guangzhou, China",PHASE1/PHASE2,1,54
"Clinica Universidad de Navarra, Universidad de Navarra",PHASE1/PHASE2,1,54
"Criterium, Inc.",PHASE1/PHASE2,1,54
Cybrexa Therapeutics,PHASE1/PHASE2,1,54
"CytosinLab Therapeutics Co., Ltd.",PHASE1/PHASE2,1,54
Dan Zandberg,PHASE1/PHASE2,1,54
"Dizal (Jiangsu) Pharmaceutical Co., Ltd.",PHASE1/PHASE2,1,54
Dizal Pharmaceuticals,PHASE1/PHASE2,1,54
Duke University,PHASE1/PHASE2,1,54
ECOG-ACRIN Cancer Research Group,PHASE1/PHASE2,1,54
"Elpiscience Biopharma, Ltd.",PHASE1/PHASE2,1,54
Essen Biotech,PHASE1/PHASE2,1,54
Eutilex,PHASE1/PHASE2,1,54
Evopoint Biosciences Inc.,PHASE1/PHASE2,1,54
"Exscientia AI Ltd., a wholly owned subsidiary of Recursion Pharmaceuticals, Inc.",PHASE1/PHASE2,1,54
First Affiliated Hospital of Wenzhou Medical University,PHASE1/PHASE2,1,54
First People's Hospital of Hangzhou,PHASE1/PHASE2,1,54
Fox Chase Cancer Center,PHASE1/PHASE2,1,54
Fred Hutchinson Cancer Center,PHASE1/PHASE2,1,54
Fujian Cancer Hospital,PHASE1/PHASE2,1,54
"G1 Therapeutics, Inc.",PHASE1/PHASE2,1,54
Galecto Biotech AB,PHASE1/PHASE2,1,54
"Gan and Lee Pharmaceuticals, USA",PHASE1/PHASE2,1,54
"Genentech, Inc.",PHASE1/PHASE2,1,54
Genfleet Therapeutics (Shanghai) Inc.,PHASE1/PHASE2,1,54
"Genocea Biosciences, Inc.",PHASE1/PHASE2,1,54
"GI Innovation, Inc.",PHASE1/PHASE2,1,54
Gilead Sciences,PHASE1/PHASE2,1,54
"Gritstone bio, Inc.",PHASE1/PHASE2,1,54
"Guangzhou Gloria Biosciences Co., Ltd.",PHASE1/PHASE2,1,54
"Hangzhou ACEA Pharmaceutical Research Co., Ltd.",PHASE1/PHASE2,1,54
Heat Biologics,PHASE1/PHASE2,1,54
Helix BioPharma Corporation,PHASE1/PHASE2,1,54
Henan Cancer Hospital,PHASE1/PHASE2,1,54
Hummingbird Bioscience,PHASE1/PHASE2,1,54
Hunan Province Tumor Hospital,PHASE1/PHASE2,1,54
"HUYABIO International, LLC.",PHASE1/PHASE2,1,54
"ImmunityBio, Inc.",PHASE1/PHASE2,1,54
"Indaptus Therapeutics, Inc",PHASE1/PHASE2,1,54
Independent Public Care Health Facility of the Ministry of the Interior and Warmian & Mazurian Oncology Centre,PHASE1/PHASE2,1,54
"Infinity Pharmaceuticals, Inc.",PHASE1/PHASE2,1,54
Inhatarget Therapeutics,PHASE1/PHASE2,1,54
"Inhibrx Biosciences, Inc",PHASE1/PHASE2,1,54
Institut Bergonié,PHASE1/PHASE2,1,54
Institut de Recherches Internationales Servier,PHASE1/PHASE2,1,54
Instituto Nacional de Cancerologia de Mexico,PHASE1/PHASE2,1,54
"Instituto Portugues de Oncologia, Francisco Gentil, Porto",PHASE1/PHASE2,1,54
"Intima Bioscience, Inc.",PHASE1/PHASE2,1,54
iOnctura,PHASE1/PHASE2,1,54
"Ionis Pharmaceuticals, Inc.",PHASE1/PHASE2,1,54
"Iovance Biotherapeutics, Inc.",PHASE1/PHASE2,1,54
iOx Therapeutics,PHASE1/PHASE2,1,54
ITM Oncologics GmbH,PHASE1/PHASE2,1,54
"Jacobio Pharmaceuticals Co., Ltd.",PHASE1/PHASE2,1,54
Jazz Pharmaceuticals,PHASE1/PHASE2,1,54
Jill Deluca,PHASE1/PHASE2,1,54
J Ints Bio,PHASE1/PHASE2,1,54
Kentuckiana Cancer Institute,PHASE1/PHASE2,1,54
Kidney Cancer Research Bureau,PHASE1/PHASE2,1,54
Klus Pharma Inc.,PHASE1/PHASE2,1,54
Kymab Limited,PHASE1/PHASE2,1,54
"Lawrence Feldman, MD",PHASE1/PHASE2,1,54
Loma Linda University,PHASE1/PHASE2,1,54
Man Hu,PHASE1/PHASE2,1,54
Mayo Clinic,PHASE1/PHASE2,1,54
"Medicenna Therapeutics, Inc.",PHASE1/PHASE2,1,54
MedImmune LLC,PHASE1/PHASE2,1,54
"MedPacto, Inc.",PHASE1/PHASE2,1,54
Merus B.V.,PHASE1/PHASE2,1,54
Michael Har-Noy,PHASE1/PHASE2,1,54
Minghui Zhang,PHASE1/PHASE2,1,54
"ModeX Therapeutics, An OPKO Health Company",PHASE1/PHASE2,1,54
Multitude Therapeutics Inc.,PHASE1/PHASE2,1,54
"National Cancer Center, Korea",PHASE1/PHASE2,1,54
National Taiwan University Hospital,PHASE1/PHASE2,1,54
"National University Hospital, Singapore",PHASE1/PHASE2,1,54
Nektar Therapeutics,PHASE1/PHASE2,1,54
"Neonc Technologies, Inc.",PHASE1/PHASE2,1,54
Nevada Cancer Institute,PHASE1/PHASE2,1,54
New Mexico Cancer Research Alliance,PHASE1/PHASE2,1,54
"NGM Biopharmaceuticals, Inc",PHASE1/PHASE2,1,54
"Nimbus Saturn, Inc.",PHASE1/PHASE2,1,54
"Nisha Mohindra, MD",PHASE1/PHASE2,1,54
"NKGen Biotech, Inc.",PHASE1/PHASE2,1,54
"NKMAX Co., Ltd.",PHASE1/PHASE2,1,54
Northwestern University,PHASE1/PHASE2,1,54
NovoCure Ltd.,PHASE1/PHASE2,1,54
Numab Therapeutics AG,PHASE1/PHASE2,1,54
NYU Langone Health,PHASE1/PHASE2,1,54
Olivera Finn,PHASE1/PHASE2,1,54
Olivia Newton-John Cancer Research Institute,PHASE1/PHASE2,1,54
"OncoResponse, Inc.",PHASE1/PHASE2,1,54
One-carbon Therapeutics AB,PHASE1/PHASE2,1,54
"Orion Corporation, Orion Pharma",PHASE1/PHASE2,1,54
OSE Immunotherapeutics,PHASE1/PHASE2,1,54
Peking Union Medical College Hospital,PHASE1/PHASE2,1,54
Pharmacyclics LLC.,PHASE1/PHASE2,1,54
"PMV Pharmaceuticals, Inc",PHASE1/PHASE2,1,54
Precision Biotech Taiwan Corp.,PHASE1/PHASE2,1,54
Promontory Therapeutics Inc.,PHASE1/PHASE2,1,54
"Radiopharm Theranostics, Ltd",PHASE1/PHASE2,1,54
Rapa Therapeutics LLC,PHASE1/PHASE2,1,54
Regeneron Pharmaceuticals,PHASE1/PHASE2,1,54
"RemeGen Co., Ltd.",PHASE1/PHASE2,1,54
Royal Marsden NHS Foundation Trust,PHASE1/PHASE2,1,54
Salubris Biotherapeutics Inc,PHASE1/PHASE2,1,54
Sanjiv Sam Gambhir,PHASE1/PHASE2,1,54
Sanofi,PHASE1/PHASE2,1,54
SciClone Pharmaceuticals International (Cayman) Development Limited,PHASE1/PHASE2,1,54
Second Affiliated Hospital of Xi'an Jiaotong University,PHASE1/PHASE2,1,54
Servier Bio-Innovation LLC,PHASE1/PHASE2,1,54
Shandong Cancer Hospital and Institute,PHASE1/PHASE2,1,54
"Shanghai Gopherwood Biotech Co., Ltd.",PHASE1/PHASE2,1,54
Shanghai Henlius Biotech,PHASE1/PHASE2,1,54
Shanghai JMT-Bio Inc.,PHASE1/PHASE2,1,54
"Shanghai Junshi Bioscience Co., Ltd.",PHASE1/PHASE2,1,54
Shanghai Public Health Clinical Center,PHASE1/PHASE2,1,54
"3D Medicines (Sichuan) Co., Ltd.",PHASE1/PHASE2,1,54
Soroka University Medical Center,PHASE1/PHASE2,1,54
SOTIO a.s.,PHASE1/PHASE2,1,54
Spanish Lung Cancer Group,PHASE1/PHASE2,1,54
St. Joseph's Healthcare Hamilton,PHASE1/PHASE2,1,54
"Sumitomo Pharma Co., Ltd.",PHASE1/PHASE2,1,54
"SUNHO（China）BioPharmaceutical CO., Ltd.",PHASE1/PHASE2,1,54
"Sunshine Lake Pharma Co., Ltd.",PHASE1/PHASE2,1,54
"Suzhou Genhouse Bio Co., Ltd.",PHASE1/PHASE2,1,54
"Suzhou Puhe Pharmaceutical Technology Co., LTD",PHASE1/PHASE2,1,54
"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",PHASE1/PHASE2,1,54
Symphogen A/S,PHASE1/PHASE2,1,54
Syndax Pharmaceuticals,PHASE1/PHASE2,1,54
Synta Pharmaceuticals Corp.,PHASE1/PHASE2,1,54
"Tanabe Pharma America, Inc.",PHASE1/PHASE2,1,54
Tang-Du Hospital,PHASE1/PHASE2,1,54
Tasca Therapeutics,PHASE1/PHASE2,1,54
Telik,PHASE1/PHASE2,1,54
The First Affiliated Hospital of Guangdong Pharmaceutical University,PHASE1/PHASE2,1,54
The First Affiliated Hospital of Guangzhou Medical University,PHASE1/PHASE2,1,54
"Therapex Co., Ltd",PHASE1/PHASE2,1,54
Thomas Marron,PHASE1/PHASE2,1,54
Threshold Pharmaceuticals,PHASE1/PHASE2,1,54
"TRIANA Biomedicines, Inc.",PHASE1/PHASE2,1,54
Tubulis GmbH,PHASE1/PHASE2,1,54
"Turnstone Biologics, Corp.",PHASE1/PHASE2,1,54
Ultimovacs ASA,PHASE1/PHASE2,1,54
"University Hospital, Lille",PHASE1/PHASE2,1,54
University of Alabama at Birmingham,PHASE1/PHASE2,1,54
"University of California, Irvine",PHASE1/PHASE2,1,54
University of Florida,PHASE1/PHASE2,1,54
University of Michigan Rogel Cancer Center,PHASE1/PHASE2,1,54
University of Nebraska,PHASE1/PHASE2,1,54
University of Texas Southwestern Medical Center,PHASE1/PHASE2,1,54
University of Utah,PHASE1/PHASE2,1,54
Vanderbilt-Ingram Cancer Center,PHASE1/PHASE2,1,54
VA Office of Research and Development,PHASE1/PHASE2,1,54
"VM Oncology, LLC",PHASE1/PHASE2,1,54
Wake Forest University Health Sciences,PHASE1/PHASE2,1,54
"Wayshine Biopharm, Inc.",PHASE1/PHASE2,1,54
Worldwide Innovative Network Association,PHASE1/PHASE2,1,54
"Xcovery Holdings, Inc.",PHASE1/PHASE2,1,54
"Xencor, Inc.",PHASE1/PHASE2,1,54
"Xuanzhu Biopharmaceutical Co., Ltd.",PHASE1/PHASE2,1,54
"XYone Therapeutics, Inc",PHASE1/PHASE2,1,54
Yale University,PHASE1/PHASE2,1,54
Yongchang Zhang,PHASE1/PHASE2,1,54
Yong Fang,PHASE1/PHASE2,1,54
Yonsei University,PHASE1/PHASE2,1,54
Yuhan Corporation,PHASE1/PHASE2,1,54
National Cancer Institute (NCI),PHASE2,44,1
Sun Yat-sen University,PHASE2,38,2
Hoffmann-La Roche,PHASE2,35,3
Eli Lilly and Company,PHASE2,29,4
AstraZeneca,PHASE2,19,5
Tianjin Medical University Cancer Institute and Hospital,PHASE2,18,6
"Genentech, Inc.",PHASE2,16,7
Bristol-Myers Squibb,PHASE2,15,8
Hunan Province Tumor Hospital,PHASE2,15,8
Memorial Sloan Kettering Cancer Center,PHASE2,14,10
"Shanghai Pulmonary Hospital, Shanghai, China",PHASE2,14,10
"Betta Pharmaceuticals Co., Ltd.",PHASE2,12,12
Samsung Medical Center,PHASE2,11,13
M.D. Anderson Cancer Center,PHASE2,11,13
Amgen,PHASE2,10,15
Fudan University,PHASE2,10,15
Novartis Pharmaceuticals,PHASE2,10,15
Pfizer,PHASE2,10,15
"University Health Network, Toronto",PHASE2,10,15
Peking University Cancer Hospital & Institute,PHASE2,9,20
Daiichi Sankyo,PHASE2,8,21
Sanofi,PHASE2,8,21
Merck Sharp & Dohme LLC,PHASE2,8,21
Washington University School of Medicine,PHASE2,8,21
"SCRI Development Innovations, LLC",PHASE2,7,25
Zhejiang Cancer Hospital,PHASE2,7,25
Swiss Cancer Institute,PHASE2,6,27
Yonsei University,PHASE2,6,27
The First Affiliated Hospital of Guangzhou Medical University,PHASE2,6,27
Shanghai Chest Hospital,PHASE2,6,27
Regeneron Pharmaceuticals,PHASE2,6,27
Abramson Cancer Center at Penn Medicine,PHASE2,5,32
Sichuan Cancer Hospital and Research Institute,PHASE2,5,32
Peking Union Medical College Hospital,PHASE2,5,32
Guangdong Association of Clinical Trials,PHASE2,5,32
"Sichuan Baili Pharmaceutical Co., Ltd.",PHASE2,5,32
Wake Forest University Health Sciences,PHASE2,5,32
Tongji University,PHASE2,5,32
Dana-Farber Cancer Institute,PHASE2,5,32
National Taiwan University Hospital,PHASE2,5,32
Guangdong Provincial People's Hospital,PHASE2,5,32
Henan Cancer Hospital,PHASE2,5,32
Massachusetts General Hospital,PHASE2,5,32
The First Affiliated Hospital of Xiamen University,PHASE2,5,32
Montefiore Medical Center,PHASE2,5,32
Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,PHASE2,5,32
Peking University People's Hospital,PHASE2,4,47
Anhui Provincial Cancer Hospital,PHASE2,4,47
"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",PHASE2,4,47
Xin-Hua Xu,PHASE2,4,47
"Jiangsu Alphamab Biopharmaceuticals Co., Ltd",PHASE2,4,47
University of Texas Southwestern Medical Center,PHASE2,4,47
Second Affiliated Hospital of Nanchang University,PHASE2,4,47
"National Cancer Centre, Singapore",PHASE2,4,47
"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",PHASE2,4,47
Yale University,PHASE2,4,47
Gachon University Gil Medical Center,PHASE2,4,47
Intergroupe Francophone de Cancerologie Thoracique,PHASE2,4,47
Albert Einstein College of Medicine,PHASE2,4,47
AIO-Studien-gGmbH,PHASE2,3,60
"EMD Serono Research & Development Institute, Inc.",PHASE2,3,60
Gruppo Oncologico Italiano di Ricerca Clinica,PHASE2,3,60
Maastricht Radiation Oncology,PHASE2,3,60
ETOP IBCSG Partners Foundation,PHASE2,3,60
Akeso,PHASE2,3,60
H. Lee Moffitt Cancer Center and Research Institute,PHASE2,3,60
"National University Hospital, Singapore",PHASE2,3,60
First People's Hospital of Hangzhou,PHASE2,3,60
University of Washington,PHASE2,3,60
"National Cancer Center, Korea",PHASE2,3,60
Radboud University Medical Center,PHASE2,3,60
Hebei Medical University Fourth Hospital,PHASE2,3,60
Tang-Du Hospital,PHASE2,3,60
"Abbisko Therapeutics Co, Ltd",PHASE2,3,60
"Taiho Oncology, Inc.",PHASE2,3,60
UNC Lineberger Comprehensive Cancer Center,PHASE2,3,60
Universitair Ziekenhuis Brussel,PHASE2,3,60
Case Comprehensive Cancer Center,PHASE2,3,60
Stanford University,PHASE2,3,60
Centre Henri Becquerel,PHASE2,3,60
"Jiangsu HengRui Medicine Co., Ltd.",PHASE2,3,60
Sichuan University,PHASE2,3,60
"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd.",PHASE2,3,60
Li-kun Chen,PHASE2,3,60
"University Hospital, Ghent",PHASE2,3,60
"Shanghai Junshi Bioscience Co., Ltd.",PHASE2,3,60
"China Medical University, China",PHASE2,3,60
Fundación GECP,PHASE2,3,60
"Liza Villaruz, MD",PHASE2,3,60
University of Alabama at Birmingham,PHASE2,3,60
"AbbVie (prior sponsor, Abbott)",PHASE2,3,60
"University of California, San Francisco",PHASE2,3,60
University of Chicago,PHASE2,3,60
West China Hospital,PHASE2,3,60
University of Michigan Rogel Cancer Center,PHASE2,3,60
Dizal Pharmaceuticals,PHASE2,3,60
Peregrine Pharmaceuticals,PHASE2,3,60
Innovent Biologics (Suzhou) Co. Ltd.,PHASE2,3,60
MedSIR,PHASE2,2,99
"Gustave Roussy, Cancer Campus, Grand Paris",PHASE2,2,99
Leo W. Jenkins Cancer Center,PHASE2,2,99
Liaoning Cancer Hospital & Institute,PHASE2,2,99
Guangzhou Institute of Respiratory Disease,PHASE2,2,99
Gilead Sciences,PHASE2,2,99
Georgetown University,PHASE2,2,99
Vanderbilt-Ingram Cancer Center,PHASE2,2,99
"Alliance Foundation Trials, LLC.",PHASE2,2,99
Genmab,PHASE2,2,99
"Millennium Pharmaceuticals, Inc.",PHASE2,2,99
Veeda Oncology,PHASE2,2,99
Fondazione Ricerca Traslazionale,PHASE2,2,99
National Guard Health Affairs,PHASE2,2,99
European Organisation for Research and Treatment of Cancer - EORTC,PHASE2,2,99
NovoCure GmbH,PHASE2,2,99
NRG Oncology,PHASE2,2,99
Emory University,PHASE2,2,99
NYU Langone Health,PHASE2,2,99
Odense University Hospital,PHASE2,2,99
"Ono Pharmaceutical Co., Ltd.",PHASE2,2,99
Eisai Inc.,PHASE2,2,99
Oslo University Hospital,PHASE2,2,99
Peking Union Medical College,PHASE2,2,99
Duke University,PHASE2,2,99
Daping Hospital and the Research Institute of Surgery of the Third Military Medical University,PHASE2,2,99
"Qilu Pharmaceutical Co., Ltd.",PHASE2,2,99
"Cyclacel Pharmaceuticals, Inc.",PHASE2,2,99
"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",PHASE2,2,99
Columbia University,PHASE2,2,99
"Clovis Oncology, Inc.",PHASE2,2,99
Chongqing University Cancer Hospital,PHASE2,2,99
"Second Affiliated Hospital, School of Medicine, Zhejiang University",PHASE2,2,99
AbbVie,PHASE2,2,99
Chinese Academy of Medical Sciences,PHASE2,2,99
Shanghai Zhongshan Hospital,PHASE2,2,99
Central European Cooperative Oncology Group,PHASE2,2,99
CatalYm GmbH,PHASE2,2,99
Accelerated Community Oncology Research Network,PHASE2,2,99
"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",PHASE2,2,99
Teligene US,PHASE2,2,99
The First Affiliated Hospital of Xinxiang Medical College,PHASE2,2,99
The First Affiliated Hospital with Nanjing Medical University,PHASE2,2,99
The First Hospital of Jilin University,PHASE2,2,99
BIND Therapeutics,PHASE2,2,99
The Netherlands Cancer Institute,PHASE2,2,99
The Second Affiliated Hospital of Shandong First Medical University,PHASE2,2,99
Third Military Medical University,PHASE2,2,99
UNICANCER,PHASE2,2,99
"Beijing Biostar Pharmaceuticals Co., Ltd.",PHASE2,2,99
BeiGene,PHASE2,2,99
"University College, London",PHASE2,2,99
"University Hospital, Antwerp",PHASE2,2,99
"Ayal A. Aizer, MD",PHASE2,2,99
"University of California, Davis",PHASE2,2,99
"University of Colorado, Denver",PHASE2,2,99
University of Louisville,PHASE2,2,99
Asan Medical Center,PHASE2,2,99
Icahn School of Medicine at Mount Sinai,PHASE2,2,99
Incyte Corporation,PHASE2,2,99
Jian Chen,PHASE2,2,99
Jinming Yu,PHASE2,2,99
Shandong Cancer Hospital and Institute,PHASE2,1,161
"Shandong New Time Pharmaceutical Co., LTD",PHASE2,1,161
"Amsterdam UMC, location VUmc",PHASE2,1,161
"G1 Therapeutics, Inc.",PHASE2,1,161
Mirati Therapeutics Inc.,PHASE2,1,161
VA Office of Research and Development,PHASE2,1,161
Masahiro Tsuboi,PHASE2,1,161
"Ivy Life Sciences, Co., Ltd",PHASE2,1,161
Genelux Corporation,PHASE2,1,161
Mario Negri Institute for Pharmacological Research,PHASE2,1,161
"Merck KGaA, Darmstadt, Germany",PHASE2,1,161
"Masonic Cancer Center, University of Minnesota",PHASE2,1,161
Genfleet Therapeutics (Shanghai) Inc.,PHASE2,1,161
"Mt. Sinai Medical Center, Miami",PHASE2,1,161
"Verastem, Inc.",PHASE2,1,161
Meir Medical Center,PHASE2,1,161
Fujian Cancer Hospital,PHASE2,1,161
"Nanfang Hospital, Southern Medical University",PHASE2,1,161
"Megan Daly, MD",PHASE2,1,161
iTeos Therapeutics,PHASE2,1,161
Joel Neal,PHASE2,1,161
"Nanjing Sanhome Pharmaceutical, Co., Ltd.",PHASE2,1,161
Chinese Lung Cancer Surgical Group,PHASE2,1,161
"Shandong Simcere-Medgenn Bio-pharmaceutical Co., Ltd",PHASE2,1,161
NanoMab Technology (UK) Limited,PHASE2,1,161
Medolution Ltd.,PHASE2,1,161
Nantes University Hospital,PHASE2,1,161
Fox Chase Cancer Center,PHASE2,1,161
"Nasser Hanna, M.D.",PHASE2,1,161
MedImmune LLC,PHASE2,1,161
"Genzyme, a Sanofi Company",PHASE2,1,161
"Greg Durm, MD",PHASE2,1,161
Geron Corporation,PHASE2,1,161
Jonsson Comprehensive Cancer Center,PHASE2,1,161
Alliance for Clinical Trials in Oncology,PHASE2,1,161
Marc de Perrot,PHASE2,1,161
"HiberCell, Inc.",PHASE2,1,161
Mayo Clinic,PHASE2,1,161
GlaxoSmithKline,PHASE2,1,161
"Gradalis, Inc.",PHASE2,1,161
"National Cancer Institute, Naples",PHASE2,1,161
Golden Biotechnology Corporation,PHASE2,1,161
University of Vermont Medical Center,PHASE2,1,161
"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",PHASE2,1,161
"Iovance Biotherapeutics, Inc.",PHASE2,1,161
Flame Biosciences,PHASE2,1,161
Grupo de Investigación y Divulgación Oncológica,PHASE2,1,161
Andrei Iagaru,PHASE2,1,161
AnewPharma,PHASE2,1,161
University of Utah,PHASE2,1,161
"Joseph J. Cullen, MD, FACS",PHASE2,1,161
National Cheng-Kung University Hospital,PHASE2,1,161
Integrated Community Oncology Network,PHASE2,1,161
Instituto Nacional de Cancerologia de Mexico,PHASE2,1,161
Angiochem Inc,PHASE2,1,161
Hangzhou Cancer Hospital,PHASE2,1,161
Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest,PHASE2,1,161
MacroGenics,PHASE2,1,161
"Aline Fusco Fares, MD",PHASE2,1,161
Grupo Gallego de Cancer de Pulmon,PHASE2,1,161
"Julia K. Rotow, MD",PHASE2,1,161
Hoosier Cancer Research Network,PHASE2,1,161
"Jun Zhang, MD, PhD",PHASE2,1,161
Hospices Civils de Lyon,PHASE2,1,161
"Kadmon Corporation, LLC",PHASE2,1,161
Anhui Provincial Hospital,PHASE2,1,161
First Hospital of Shijiazhuang City,PHASE2,1,161
Virginia Commonwealth University,PHASE2,1,161
NeoImmuneTech,PHASE2,1,161
Hospital Arnau de Vilanova,PHASE2,1,161
NeoTX Therapeutics Ltd.,PHASE2,1,161
"Anhui Shi, MD",PHASE2,1,161
Hospital das Clínicas de Ribeirão Preto,PHASE2,1,161
NewLink Genetics Corporation,PHASE2,1,161
Hospital Israelita Albert Einstein,PHASE2,1,161
First Affiliated Hospital of Guangxi Medical University,PHASE2,1,161
Imunon,PHASE2,1,161
New Mexico Cancer Research Alliance,PHASE2,1,161
Finnish Lung Cancer Group,PHASE2,1,161
howard safran,PHASE2,1,161
"Fifth Affiliated Hospital, Sun Yat-Sen University",PHASE2,1,161
