"nct_id","phase","overall_status","enrollment","sponsor_name"
NCT02906150,PHASE2,UNKNOWN,140,SciClone Pharmaceuticals
NCT04749394,PHASE2,UNKNOWN,42,Chinese Academy of Medical Sciences
NCT06624059,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,11,Hoffmann-La Roche
NCT05919537,PHASE1,ACTIVE_NOT_RECRUITING,68,Hummingbird Bioscience
NCT03976518,PHASE2,COMPLETED,43,Gruppo Oncologico Italiano di Ricerca Clinica
NCT04052412,PHASE1,UNKNOWN,2,University of Tennessee
NCT07542210,,NOT_YET_RECRUITING,100,AstraZeneca
NCT03229278,PHASE1,COMPLETED,14,"Rutgers, The State University of New Jersey"
NCT07560358,PHASE3,NOT_YET_RECRUITING,204,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences"
NCT06218914,PHASE1,RECRUITING,108,AstraZeneca
NCT02486354,PHASE3,COMPLETED,128,"Betta Pharmaceuticals Co., Ltd."
NCT06015568,PHASE1,NOT_YET_RECRUITING,172,"Betta Pharmaceuticals Co., Ltd."
NCT01182155,,COMPLETED,20,Stanford University
NCT06731413,PHASE2,RECRUITING,40,Virginia Commonwealth University
NCT05668988,PHASE3,ACTIVE_NOT_RECRUITING,324,Dizal Pharmaceuticals
NCT05926180,PHASE1,COMPLETED,25,Dizal Pharmaceuticals
NCT06305754,PHASE3,ACTIVE_NOT_RECRUITING,520,Merck Sharp & Dohme LLC
NCT05059444,,RECRUITING,2020,"Guardant Health, Inc."
NCT05954871,PHASE1,COMPLETED,10,"Genentech, Inc."
NCT00243867,PHASE3,COMPLETED,518,"American Regent, Inc."
NCT07274761,PHASE2,ACTIVE_NOT_RECRUITING,24,"Shanghai Pulmonary Hospital, Shanghai, China"
NCT03833440,PHASE2,UNKNOWN,114,Assistance Publique Hopitaux De Marseille
NCT01168973,PHASE3,COMPLETED,1253,Eli Lilly and Company
NCT01858389,PHASE2,COMPLETED,41,Pfizer
NCT04606771,PHASE2,ACTIVE_NOT_RECRUITING,30,AstraZeneca
NCT06249854,PHASE2,RECRUITING,70,Korea Institute of Oriental Medicine
NCT03401385,PHASE1,ACTIVE_NOT_RECRUITING,890,"Daiichi Sankyo Co., Ltd."
NCT07008742,,RECRUITING,100,Royal Marsden NHS Foundation Trust
NCT04930432,PHASE1/PHASE2,RECRUITING,400,"Betta Pharmaceuticals Co., Ltd."
NCT07620951,PHASE1,NOT_YET_RECRUITING,8,"Alpha Biopharma (Jiangsu) Co., Ltd."
NCT06934343,,RECRUITING,144400,University of Utah
NCT00101920,PHASE2,COMPLETED,50,Amgen
NCT07365410,PHASE2,NOT_YET_RECRUITING,60,Tianjin Medical University Cancer Institute and Hospital
NCT02895503,NA,TERMINATED,1,Virginia Commonwealth University
NCT03633110,PHASE1/PHASE2,COMPLETED,24,"Genocea Biosciences, Inc."
NCT02417662,NA,ACTIVE_NOT_RECRUITING,140,"University College, London"
NCT02000947,PHASE1,COMPLETED,459,MedImmune LLC
NCT00085280,NA,COMPLETED,129,National Cancer Institute (NCI)
NCT06728865,PHASE2,RECRUITING,70,Li-kun Chen
NCT00840749,NA,TERMINATED,36,Accuray Incorporated
NCT00700180,PHASE2,COMPLETED,303,Hoffmann-La Roche
NCT02195232,PHASE2/PHASE3,COMPLETED,64,"Jeffrey Zwicker, MD"
NCT00958555,,UNKNOWN,,"National University Hospital, Singapore"
NCT06954259,,ACTIVE_NOT_RECRUITING,272,Qiang Xu
NCT04062708,PHASE2,ACTIVE_NOT_RECRUITING,38,"Alliance Foundation Trials, LLC."
NCT07001618,PHASE2,RECRUITING,162,"Gustave Roussy, Cancer Campus, Grand Paris"
NCT00555256,PHASE1,COMPLETED,19,Washington University School of Medicine
NCT03429192,,COMPLETED,2653,Tianjin Chest Hospital
NCT05879484,PHASE1/PHASE2,WITHDRAWN,0,National Cancer Institute (NCI)
NCT01156545,PHASE2,COMPLETED,68,"National Cancer Center, Korea"
NCT05990946,NA,RECRUITING,736,"Zhongshan People's Hospital, Guangdong, China"
NCT02650700,NA,COMPLETED,100,Xinqiao Hospital of Chongqing
NCT06083454,PHASE1,TERMINATED,1,William Zeitler
NCT02933346,,COMPLETED,907,Intergroupe Francophone de Cancerologie Thoracique
NCT04948047,,UNKNOWN,900,Peking University People's Hospital
NCT06594874,PHASE1,NOT_YET_RECRUITING,350,"Jiangsu Hansoh Pharmaceutical Co., Ltd."
NCT03644823,PHASE2,TERMINATED,21,Oslo University Hospital
NCT06161051,,COMPLETED,287,Novartis Pharmaceuticals
NCT01411098,PHASE1,TERMINATED,6,University of Washington
NCT04881045,PHASE1,COMPLETED,29,Pfizer
NCT06475300,PHASE2,RECRUITING,570,"Sichuan Baili Pharmaceutical Co., Ltd."
NCT03623334,NA,COMPLETED,55,University of Texas Southwestern Medical Center
NCT06355609,PHASE2,RECRUITING,100,Hunan Province Tumor Hospital
NCT00339586,PHASE2,UNKNOWN,40,Universitair Ziekenhuis Brussel
NCT02764606,,UNKNOWN,250,Hospices Civils de Lyon
NCT01770795,PHASE2,COMPLETED,45,Gachon University Gil Medical Center
NCT07182682,PHASE3,RECRUITING,360,"Dizal (Jiangsu) Pharmaceutical Co., Ltd."
NCT01886573,PHASE1,TERMINATED,40,National Cancer Institute (NCI)
NCT07189871,PHASE1/PHASE2,RECRUITING,61,"Radiopharm Theranostics, Ltd"
NCT07221474,PHASE2,RECRUITING,180,Merck Sharp & Dohme LLC
NCT04182698,PHASE1/PHASE2,UNKNOWN,90,Second Affiliated Hospital of Xi'an Jiaotong University
NCT02576665,PHASE1,TERMINATED,21,Tocagen Inc.
NCT00960115,PHASE1/PHASE2,COMPLETED,178,"Merck KGaA, Darmstadt, Germany"
NCT03735121,PHASE3,COMPLETED,438,Hoffmann-La Roche
NCT03800134,PHASE3,ACTIVE_NOT_RECRUITING,825,AstraZeneca
NCT05867303,PHASE1,ACTIVE_NOT_RECRUITING,48,"RemeGen Co., Ltd."
NCT06613633,,COMPLETED,4000,Fudan University
NCT01450553,,UNKNOWN,450,Precision Therapeutics
NCT07327736,NA,NOT_YET_RECRUITING,410,Tang-Du Hospital
NCT02459067,PHASE2,TERMINATED,8,TC Biopharm
NCT06695845,PHASE2,RECRUITING,200,Jazz Pharmaceuticals
NCT03169335,PHASE3,COMPLETED,535,"Qilu Pharmaceutical Co., Ltd."
NCT02846792,PHASE1/PHASE2,TERMINATED,5,University of Washington
NCT00787852,PHASE1,TERMINATED,11,Brown University
NCT01997775,PHASE2,TERMINATED,13,National Cheng-Kung University Hospital
NCT05430009,PHASE1,UNKNOWN,12,VA Ann Arbor Healthcare System
NCT04728724,PHASE2,RECRUITING,100,"Shanghai Pulmonary Hospital, Shanghai, China"
NCT07120698,PHASE2,RECRUITING,115,Guangdong Association of Clinical Trials
NCT00079235,PHASE2,COMPLETED,50,National Cancer Institute (NCI)
NCT02223052,PHASE1,COMPLETED,89,Celgene
NCT06634199,,RECRUITING,50,Fundación GECP
NCT04911166,PHASE1,TERMINATED,13,The Methodist Hospital Research Institute
NCT04870112,PHASE1,TERMINATED,18,AstraZeneca
NCT00862030,,COMPLETED,20,Alberta Health services
NCT00716534,PHASE2,COMPLETED,145,"AbbVie (prior sponsor, Abbott)"
NCT07478809,,RECRUITING,109,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences"
NCT06028633,PHASE2,NOT_YET_RECRUITING,28,Peking University First Hospital
NCT06277674,PHASE2,UNKNOWN,20,Guangzhou University of Traditional Chinese Medicine
NCT02924233,PHASE1/PHASE2,WITHDRAWN,0,Symphogen A/S
NCT03765775,PHASE2,UNKNOWN,20,First Hospital of Shijiazhuang City
NCT05049044,,ACTIVE_NOT_RECRUITING,413,Groupe Francais De Pneumo-Cancerologie
NCT00932152,PHASE2,TERMINATED,3,University of Pittsburgh
NCT01395914,PHASE3,COMPLETED,513,"Helsinn Therapeutics (U.S.), Inc"
NCT03645928,PHASE2,TERMINATED,225,"Iovance Biotherapeutics, Inc."
NCT06946797,PHASE2,ACTIVE_NOT_RECRUITING,76,Bristol-Myers Squibb
NCT02504372,PHASE3,COMPLETED,1177,Merck Sharp & Dohme LLC
NCT04942275,PHASE2/PHASE3,UNKNOWN,60,"University Hospital, Brest"
NCT07200947,PHASE2,NOT_YET_RECRUITING,28,Zhijie Wang
NCT03518554,PHASE1,COMPLETED,38,"Jacobio Pharmaceuticals Co., Ltd."
NCT07246863,PHASE2,RECRUITING,131,CatalYm GmbH
NCT03053856,PHASE2,UNKNOWN,37,Samsung Medical Center
NCT03454451,PHASE1,COMPLETED,117,"Corvus Pharmaceuticals, Inc."
NCT06743555,PHASE1,NOT_YET_RECRUITING,14,Centre hospitalier de l'Université de Montréal (CHUM)
NCT02342353,PHASE1,TERMINATED,8,Washington University School of Medicine
NCT05920135,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,24,"Bridge Biotherapeutics, Inc."
NCT03469960,PHASE3,COMPLETED,265,Intergroupe Francophone de Cancerologie Thoracique
NCT03275597,PHASE1,TERMINATED,17,"University of Wisconsin, Madison"
NCT01138748,PHASE2,TERMINATED,5,"University Hospital, Ghent"
NCT07285434,EARLY_PHASE1,ENROLLING_BY_INVITATION,90,Biogenea Pharmaceuticals Ltd.
NCT06545331,PHASE1,RECRUITING,396,Exelixis
NCT07096258,,RECRUITING,1000,Hedera Dx SA
NCT01258127,,UNKNOWN,134,Shanghai Nancy Medical Sci-Tech Co. Ltd
NCT00451906,PHASE4,COMPLETED,2252,Hoffmann-La Roche
NCT07431827,PHASE3,RECRUITING,400,Merck Sharp & Dohme LLC
NCT05257512,PHASE1/PHASE2,UNKNOWN,150,Shouyao Holdings (Beijing) Co. LTD
NCT03535363,PHASE1,COMPLETED,6,Case Comprehensive Cancer Center
NCT07442565,PHASE3,NOT_YET_RECRUITING,506,"CSPC Megalith Biopharmaceutical Co.,Ltd."
NCT02540824,PHASE2,UNKNOWN,40,Tongji University
NCT05005273,PHASE2,COMPLETED,1,Bristol-Myers Squibb
NCT05751798,PHASE1/PHASE2,RECRUITING,41,OSE Immunotherapeutics
NCT07642024,PHASE2/PHASE3,NOT_YET_RECRUITING,90,"Sichuan Baili Pharmaceutical Co., Ltd."
NCT06737107,,RECRUITING,472,Scientific Institute San Raffaele
NCT04984148,,UNKNOWN,70,Guangdong Provincial People's Hospital
NCT00005838,PHASE3,COMPLETED,756,National Cancer Institute (NCI)
NCT07564557,NA,RECRUITING,89,Shanghai Chest Hospital
NCT03693547,PHASE2,COMPLETED,26,"Beijing Biostar Pharmaceuticals Co., Ltd."
NCT07663630,PHASE1,NOT_YET_RECRUITING,80,Pfizer
NCT04297748,PHASE1/PHASE2,TERMINATED,5,Olivia Newton-John Cancer Research Institute
NCT04946968,PHASE2,ACTIVE_NOT_RECRUITING,24,"National Cancer Centre, Singapore"
NCT01629498,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,146,M.D. Anderson Cancer Center
NCT02271139,,NO_LONGER_AVAILABLE,,"Genentech, Inc."
NCT00732303,PHASE2,TERMINATED,8,Hoosier Cancer Research Network
NCT01103089,,COMPLETED,10,AstraZeneca
NCT03463525,PHASE1,COMPLETED,4,AstraZeneca
NCT03329911,PHASE3,COMPLETED,651,Bio-Thera Solutions
NCT02206334,PHASE1,COMPLETED,42,NRG Oncology
NCT00985998,PHASE1,WITHDRAWN,0,"Biotech Pharmaceutical Co., Ltd."
NCT05598853,PHASE1,ACTIVE_NOT_RECRUITING,26,University of Zurich
NCT03228667,PHASE2,ACTIVE_NOT_RECRUITING,40,"ImmunityBio, Inc."
NCT03915951,PHASE2,COMPLETED,98,Pfizer
NCT01166204,PHASE2,COMPLETED,300,Maastricht Radiation Oncology
NCT02480634,PHASE4,UNKNOWN,280,Daping Hospital and the Research Institute of Surgery of the Third Military Medical University
NCT04970693,PHASE2,UNKNOWN,64,Sun Yat-sen University
NCT03743129,PHASE2,COMPLETED,90,"Anhui Shi, MD"
NCT06198868,,RECRUITING,60,Jiangsu Cancer Institute & Hospital
NCT04342377,PHASE3,COMPLETED,80,St. Joseph's Healthcare Hamilton
NCT05712902,PHASE2,ACTIVE_NOT_RECRUITING,104,Dizal Pharmaceuticals
NCT05167487,,RECRUITING,150,Fundación GECP
NCT06521034,PHASE1/PHASE2,COMPLETED,124,Yongchang Zhang
NCT07489703,PHASE2,NOT_YET_RECRUITING,30,Sun Yat-sen University
NCT02201992,PHASE3,ACTIVE_NOT_RECRUITING,166,ECOG-ACRIN Cancer Research Group
NCT04141644,PHASE1,ACTIVE_NOT_RECRUITING,24,University of Utah
NCT00020709,PHASE3,COMPLETED,840,National Cancer Institute (NCI)
NCT00886678,PHASE2,UNKNOWN,63,Zhejiang Cancer Hospital
NCT07467863,PHASE1/PHASE2,RECRUITING,48,Beijing Biotech
NCT06476808,PHASE1,RECRUITING,240,Bristol-Myers Squibb
NCT01664533,,COMPLETED,57,Hoffmann-La Roche
NCT00966472,PHASE1,COMPLETED,24,Ottawa Hospital Research Institute
NCT00042835,PHASE1,TERMINATED,48,National Cancer Institute (NCI)
NCT00830245,PHASE2,TERMINATED,20,"Clinical Research Center for Solid Tumor, Korea"
NCT02728492,PHASE1,COMPLETED,51,NewVac LLC
NCT02031458,PHASE2,COMPLETED,667,Hoffmann-La Roche
NCT03082300,PHASE1,TERMINATED,3,"Astellas Pharma Global Development, Inc."
NCT04905550,PHASE2,UNKNOWN,50,Chongqing University Cancer Hospital
NCT00997230,,COMPLETED,4243,AstraZeneca
NCT01763788,PHASE1/PHASE2,COMPLETED,192,Eli Lilly and Company
NCT02570815,PHASE1,RECRUITING,250,St. Joseph's Healthcare Hamilton
NCT03758781,PHASE1,COMPLETED,12,H. Lee Moffitt Cancer Center and Research Institute
NCT02616393,PHASE2,COMPLETED,36,"Kadmon Corporation, LLC"
NCT07034391,PHASE2,RECRUITING,40,"China Medical University, China"
NCT06394674,PHASE2,RECRUITING,84,Changhai Hospital
NCT03258671,NA,UNKNOWN,160,LuBing
NCT01204307,PHASE2,COMPLETED,101,Chang Gung Memorial Hospital
NCT03296163,PHASE3,COMPLETED,627,mAbxience Research S.L.
NCT03542461,PHASE3,UNKNOWN,125,Gruppo Oncologico Italiano di Ricerca Clinica
NCT05583409,NA,UNKNOWN,72,Li Zhang
NCT04989322,PHASE2,UNKNOWN,46,Dr Joanne CHIU
NCT06682806,PHASE2,TERMINATED,6,Prelude Therapeutics
NCT03663205,PHASE3,COMPLETED,334,BeiGene
NCT04616209,PHASE1/PHASE2,RECRUITING,24,Precision Biotech Taiwan Corp.
NCT06564844,PHASE3,ACTIVE_NOT_RECRUITING,25,AstraZeneca
NCT04951635,PHASE3,RECRUITING,150,"Jiangsu Hansoh Pharmaceutical Co., Ltd."
NCT07376707,PHASE1,RECRUITING,194,"Hefei TG ImmunoPharma Co., Ltd."
NCT07085091,PHASE1,RECRUITING,170,ALX Oncology Inc.
NCT03502330,PHASE1,COMPLETED,42,Yale University
NCT05107674,PHASE1,RECRUITING,345,"Nurix Therapeutics, Inc."
NCT03077854,NA,UNKNOWN,64,National Taiwan University Hospital
NCT05171777,PHASE2,COMPLETED,179,Hoffmann-La Roche
NCT02860780,PHASE1,COMPLETED,9,Eli Lilly and Company
NCT01958372,PHASE1,COMPLETED,11,Barbara Ann Karmanos Cancer Institute
NCT06895031,PHASE2,RECRUITING,210,"Guangzhou JOYO Pharma Co., Ltd"
NCT00050973,PHASE3,COMPLETED,623,Eisai Inc.
NCT01086254,PHASE2,COMPLETED,119,Sanofi
NCT04203511,PHASE3,WITHDRAWN,0,Incyte Corporation
NCT01659970,,COMPLETED,152,Hoffmann-La Roche
NCT00021060,PHASE2/PHASE3,COMPLETED,842,National Cancer Institute (NCI)
NCT05834348,,COMPLETED,5279,Pfizer
NCT05819346,NA,RECRUITING,88,"Kai-Uwe Schmitt, PhD, MEng, ICID"
NCT03366064,PHASE1,COMPLETED,5,Asan Medical Center
NCT04654234,,COMPLETED,15,Sun Yat-sen University
NCT01846416,PHASE2,COMPLETED,138,"Genentech, Inc."
NCT07452224,PHASE2,NOT_YET_RECRUITING,80,"iLeukon Therapeutics, Inc."
NCT01046383,PHASE3,TERMINATED,16,Immunotec Inc.
NCT00430651,PHASE3,COMPLETED,135,Hellenic Oncology Research Group
NCT02760225,NA,COMPLETED,18,University Medical Center Groningen
NCT06091943,PHASE1,ACTIVE_NOT_RECRUITING,62,BeiGene
NCT07377916,NA,NOT_YET_RECRUITING,60,The First Affiliated Hospital of Guangzhou Medical University
NCT04886804,PHASE1,ACTIVE_NOT_RECRUITING,608,Boehringer Ingelheim
NCT03603002,NA,COMPLETED,6,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins
NCT04867564,,UNKNOWN,100,Military Institute od Medicine National Research Institute
NCT06525246,PHASE1,COMPLETED,78,"Ono Pharmaceutical Co., Ltd."
NCT04638751,,UNKNOWN,5000,Persephone Biosciences
NCT06043466,PHASE1,RECRUITING,30,"Chongqing Precision Biotech Co., Ltd"
NCT06486142,PHASE3,RECRUITING,200,Region Skane
NCT02775435,PHASE3,COMPLETED,559,Merck Sharp & Dohme LLC
NCT03056300,NA,COMPLETED,50,"Ethicon, Inc."
NCT00923741,PHASE1,COMPLETED,10,National Cancer Institute (NCI)
NCT02838420,PHASE3,COMPLETED,187,Hoffmann-La Roche
NCT01454934,PHASE3,COMPLETED,540,Eisai Inc.
NCT02535507,PHASE2,UNKNOWN,40,Tongji University
NCT01351116,PHASE3,COMPLETED,134,Ontario Clinical Oncology Group (OCOG)
NCT06517953,PHASE2,RECRUITING,23,Sun Yat-sen University
NCT02195336,NA,UNKNOWN,20,Karl Kölbeck
NCT01454102,PHASE1,COMPLETED,472,Bristol-Myers Squibb
NCT04667975,PHASE1,UNKNOWN,74,Chong Kun Dang Pharmaceutical
NCT01725165,PHASE2,COMPLETED,85,M.D. Anderson Cancer Center
NCT04470674,PHASE2,WITHDRAWN,0,Shirish M Gadgeel
NCT07361562,PHASE1,RECRUITING,100,"Cogent Biosciences, Inc."
NCT06498986,PHASE2,RECRUITING,40,"Sichuan Baili Pharmaceutical Co., Ltd."
NCT02367443,PHASE1/PHASE2,UNKNOWN,92,Independent Public Care Health Facility of the Ministry of the Interior and Warmian & Mazurian Oncology Centre
NCT00198367,PHASE2,COMPLETED,120,Hospices Civils de Lyon
NCT01249443,PHASE1,TERMINATED,17,AIDS Malignancy Consortium
NCT00221169,EARLY_PHASE1,COMPLETED,31,Toronto Sunnybrook Regional Cancer Centre
NCT07150663,PHASE3,RECRUITING,134,"Changchun GeneScience Pharmaceutical Co., Ltd."
NCT04325776,PHASE2,UNKNOWN,60,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd."
NCT05754736,PHASE2,UNKNOWN,50,The Second Affiliated Hospital of Shandong First Medical University
NCT00871923,PHASE2,COMPLETED,44,M.D. Anderson Cancer Center
NCT02720614,PHASE2,COMPLETED,12,LIN QIANG
NCT06485557,PHASE3,NOT_YET_RECRUITING,90,Tang-Du Hospital
NCT01463423,NA,COMPLETED,256,Stanford University
NCT00417248,PHASE1/PHASE2,TERMINATED,8,"Nasser Hanna, M.D."
NCT04944173,PHASE2,WITHDRAWN,0,University of British Columbia
NCT01401907,NA,COMPLETED,351,Massachusetts General Hospital
NCT00323869,PHASE2,COMPLETED,48,Stanford University
NCT00828841,PHASE2,COMPLETED,601,Accelerated Community Oncology Research Network
NCT03863483,PHASE2,UNKNOWN,70,Xin-Hua Xu
NCT03631199,PHASE3,TERMINATED,673,Novartis Pharmaceuticals
NCT03471884,NA,UNKNOWN,82,National Taiwan University Hospital
NCT07131163,,RECRUITING,60,Sheba Medical Center
NCT02053220,PHASE1,COMPLETED,17,Akamis Bio
NCT00190710,PHASE3,COMPLETED,242,Eli Lilly and Company
NCT05504278,PHASE1,RECRUITING,144,Innovent Biologics (Suzhou) Co. Ltd.
NCT02580708,PHASE1/PHASE2,TERMINATED,7,"Clovis Oncology, Inc."
NCT05234606,PHASE1/PHASE2,WITHDRAWN,0,Silverback Therapeutics
NCT01781741,EARLY_PHASE1,COMPLETED,10,Roswell Park Cancer Institute
NCT00325494,PHASE1,COMPLETED,24,Morphotek
NCT06631989,PHASE1/PHASE2,RECRUITING,100,"Wayshine Biopharm, Inc."
NCT04892472,PHASE2,TERMINATED,15,NovoCure GmbH
NCT07397338,PHASE1/PHASE2,RECRUITING,370,"Revolution Medicines, Inc."
NCT01685138,PHASE2,COMPLETED,124,Novartis Pharmaceuticals
NCT07632365,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,30,Shanghai Chest Hospital
NCT02663492,NA,UNKNOWN,300,Tongji University
NCT04865705,PHASE2,UNKNOWN,33,West China Hospital
NCT01015443,PHASE3,TERMINATED,285,"Merck KGaA, Darmstadt, Germany"
NCT03778138,PHASE2,UNKNOWN,51,Henan Provincial People's Hospital
NCT05925738,,UNKNOWN,1500,"Shanghai Pulmonary Hospital, Shanghai, China"
NCT02547675,,NO_LONGER_AVAILABLE,,"Clovis Oncology, Inc."
NCT02194556,PHASE4,UNKNOWN,100,"Betta Pharmaceuticals Co., Ltd."
NCT00970580,PHASE1,COMPLETED,18,Biogen
NCT02132884,NA,TERMINATED,1,Fox Chase Cancer Center
NCT06461338,NA,ACTIVE_NOT_RECRUITING,60,Guangzhou University of Traditional Chinese Medicine
NCT04163432,PHASE2,ACTIVE_NOT_RECRUITING,43,University of Utah
NCT00120679,PHASE2,COMPLETED,,Amgen
NCT05306652,NA,UNKNOWN,40,AUSL Romagna Rimini
NCT06337552,NA,ACTIVE_NOT_RECRUITING,39,H. Lee Moffitt Cancer Center and Research Institute
NCT02106559,NA,WITHDRAWN,0,Ohio State University Comprehensive Cancer Center
NCT05991895,,RECRUITING,5000,Jinming Yu
NCT04027647,PHASE2,ACTIVE_NOT_RECRUITING,118,"National Cancer Centre, Singapore"
NCT04459611,PHASE2,UNKNOWN,60,"Second Affiliated Hospital, School of Medicine, Zhejiang University"
NCT04374877,PHASE1,COMPLETED,145,"Coherus Oncology, Inc."
NCT07556549,,ACTIVE_NOT_RECRUITING,50,Pfizer
NCT06127303,PHASE2,RECRUITING,54,Shanghai Chest Hospital
NCT06751524,,AVAILABLE,,Agenus Inc.
NCT05863325,PHASE2,UNKNOWN,80,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd."
NCT07659782,PHASE2,NOT_YET_RECRUITING,105,"Verastem, Inc."
NCT06738680,,NOT_YET_RECRUITING,120,"University Hospital, Brest"
NCT01063478,PHASE1,TERMINATED,3,University of Chicago
NCT00265603,PHASE1,TERMINATED,16,Atlantic Health System
NCT02879760,PHASE1/PHASE2,COMPLETED,16,"Turnstone Biologics, Corp."
NCT00809237,PHASE1/PHASE2,UNKNOWN,71,"National University Hospital, Singapore"
NCT00460317,PHASE3,TERMINATED,1450,Amgen
NCT02073968,PHASE2,COMPLETED,35,Albert Einstein College of Medicine
NCT05788926,PHASE1,TERMINATED,22,Transgene
NCT01393080,NA,UNKNOWN,160,Tianjin Medical University Cancer Institute and Hospital
NCT07068139,,ACTIVE_NOT_RECRUITING,150,Hilkat Fatih Elverdi
NCT02706626,PHASE2,TERMINATED,32,"Criterium, Inc."
NCT07361484,PHASE3,NOT_YET_RECRUITING,442,BeyondSpring Pharmaceuticals Inc.
NCT05388669,PHASE3,ACTIVE_NOT_RECRUITING,418,"Janssen Research & Development, LLC"
NCT05485350,PHASE2,UNKNOWN,32,Peking University Third Hospital
NCT05429320,PHASE2,COMPLETED,37,Memorial Sloan Kettering Cancer Center
NCT00175578,,UNKNOWN,220,University of British Columbia
NCT00028535,PHASE1,COMPLETED,18,National Cancer Institute (NCI)
NCT04789486,PHASE1/PHASE2,RECRUITING,100,Dana-Farber Cancer Institute
NCT04777084,PHASE2,RECRUITING,120,Hunan Province Tumor Hospital
NCT00034346,PHASE2,COMPLETED,194,Amgen
NCT04846634,PHASE2,NOT_YET_RECRUITING,90,Tianjin Medical University Cancer Institute and Hospital
NCT05226728,PHASE1,COMPLETED,33,Sun Yat-sen University
NCT05292859,,COMPLETED,7,Alaunos Therapeutics
NCT06127940,PHASE1,UNKNOWN,20,Karolinska University Hospital
NCT04265534,PHASE2,TERMINATED,40,"Calithera Biosciences, Inc"
NCT07418931,PHASE2,NOT_YET_RECRUITING,108,Gruppo Oncologico Italiano di Ricerca Clinica
NCT00671242,,COMPLETED,,Gunma University
NCT03166254,PHASE1,WITHDRAWN,0,Washington University School of Medicine
NCT00378573,PHASE2,TERMINATED,17,Sanofi
NCT00516100,PHASE1/PHASE2,UNKNOWN,62,Aptium Oncology Research Network
NCT00257608,PHASE3,COMPLETED,1145,"Genentech, Inc."
NCT02905591,PHASE2,ACTIVE_NOT_RECRUITING,43,"Joseph J. Cullen, MD, FACS"
NCT02974725,PHASE1,TERMINATED,241,Novartis Pharmaceuticals
NCT00391248,PHASE2,COMPLETED,40,Ontario Clinical Oncology Group (OCOG)
NCT03511391,PHASE2,COMPLETED,99,"University Hospital, Ghent"
NCT01726296,NA,COMPLETED,1440,Fox Chase Cancer Center
NCT06683703,PHASE2,NOT_YET_RECRUITING,118,"Beijing Biostar Pharmaceuticals Co., Ltd."
NCT03255083,PHASE1,TERMINATED,13,Daiichi Sankyo
NCT06881784,PHASE3,RECRUITING,590,"Revolution Medicines, Inc."
NCT00591838,PHASE1/PHASE2,COMPLETED,74,Washington University School of Medicine
NCT02617186,NA,ACTIVE_NOT_RECRUITING,446,St. Joseph's Healthcare Hamilton
NCT03169738,PHASE1/PHASE2,WITHDRAWN,0,"ImmunityBio, Inc."
NCT05557552,NA,RECRUITING,56,Ruijin Hospital
NCT00466284,PHASE2,UNKNOWN,46,Grupo Gallego de Cancer de Pulmon
NCT00473889,PHASE2/PHASE3,TERMINATED,253,Merck Sharp & Dohme LLC
NCT01170923,PHASE2,UNKNOWN,100,Asan Medical Center
NCT00247416,PHASE2,COMPLETED,60,Susanne Arnold
NCT03740503,,RECRUITING,100,"University Health Network, Toronto"
NCT00609804,PHASE2,COMPLETED,53,"SCRI Development Innovations, LLC"
NCT06182800,PHASE2,UNKNOWN,35,The First Affiliated Hospital of Xinxiang Medical College
NCT07561983,PHASE2,NOT_YET_RECRUITING,39,Sichuan Cancer Hospital and Research Institute
