"nct_id","phase","overall_status","enrollment","start_date"
NCT01040780,PHASE3,COMPLETED,399,2009-02-28
NCT07619911,PHASE2,NOT_YET_RECRUITING,84,2026-07-31
NCT04908111,PHASE1/PHASE2,SUSPENDED,15,2021-10-15
NCT00567359,PHASE2,COMPLETED,100,2007-12-31
NCT00020202,PHASE2,COMPLETED,,2000-06-30
NCT02968979,,COMPLETED,539,2016-07-31
NCT06403436,PHASE1,COMPLETED,45,2023-11-07
NCT03804554,,COMPLETED,503,2018-10-03
NCT05132218,,UNKNOWN,180,2021-10-19
NCT07479407,NA,NOT_YET_RECRUITING,74,2026-04-30
NCT06430437,PHASE3,RECRUITING,300,2024-07-29
NCT00529100,PHASE1/PHASE2,COMPLETED,49,2005-12-31
NCT02062515,PHASE2,UNKNOWN,30,2014-02-28
NCT07310589,NA,NOT_YET_RECRUITING,178,2026-07-01
NCT03464032,PHASE1,UNKNOWN,30,2017-10-31
NCT02002052,PHASE2,TERMINATED,29,2014-05-31
NCT06417814,PHASE3,RECRUITING,744,2024-10-04
NCT06552000,NA,NOT_YET_RECRUITING,18,2026-07-01
NCT02758314,,UNKNOWN,150,2017-03-31
NCT01204697,PHASE2,COMPLETED,74,2010-11-30
NCT01688713,PHASE2,UNKNOWN,20,2012-08-31
NCT02314481,PHASE2,COMPLETED,50,2017-05-12
NCT00242801,PHASE3,COMPLETED,1692,2003-07-31
NCT02059967,PHASE1,WITHDRAWN,0,2014-03-31
NCT02319889,EARLY_PHASE1,TERMINATED,3,2016-02-02
NCT04338620,PHASE2,UNKNOWN,94,2020-04-07
NCT01924195,PHASE2,COMPLETED,117,2013-08-31
NCT03093688,PHASE1/PHASE2,RECRUITING,40,2017-03-01
NCT04549025,PHASE2,TERMINATED,69,2020-10-19
NCT03409458,PHASE1/PHASE2,COMPLETED,68,2018-04-24
NCT00346645,PHASE2,TERMINATED,46,2006-06-30
NCT02575404,PHASE1,COMPLETED,36,2016-05-16
NCT04427475,NA,UNKNOWN,200,2020-06-08
NCT07418866,PHASE2,NOT_YET_RECRUITING,70,2026-02-28
NCT01707888,,UNKNOWN,500,2014-09-30
NCT05361564,PHASE2,UNKNOWN,12,2022-06-30
NCT03556436,PHASE1,COMPLETED,24,2018-07-03
NCT05576077,PHASE1,TERMINATED,31,2023-01-17
NCT02463994,EARLY_PHASE1,COMPLETED,12,2015-10-31
NCT06688422,NA,RECRUITING,100,2024-12-01
NCT01074177,NA,COMPLETED,24,2011-02-28
NCT05710133,NA,COMPLETED,10,2024-02-01
NCT01729689,NA,COMPLETED,13,2012-11-30
NCT05602259,NA,UNKNOWN,200,2022-10-27
NCT05472467,PHASE2,UNKNOWN,35,2021-12-21
NCT06726720,,RECRUITING,300,2024-12-16
NCT07526961,,COMPLETED,240,2025-12-01
NCT06849518,NA,RECRUITING,30,2025-02-11
NCT05737849,,WITHDRAWN,0,2024-01-30
NCT03836352,PHASE2,ACTIVE_NOT_RECRUITING,184,2018-12-21
NCT02029209,PHASE2/PHASE3,UNKNOWN,110,2013-12-31
NCT07122687,PHASE2,RECRUITING,170,2025-08-26
NCT05548504,PHASE2,NOT_YET_RECRUITING,182,2022-10-01
NCT02708667,,UNKNOWN,50,2015-09-30
NCT07388771,,RECRUITING,500,2025-12-01
NCT03516981,PHASE2,COMPLETED,245,2018-10-01
NCT03767348,PHASE2,ACTIVE_NOT_RECRUITING,340,2017-09-20
NCT00387374,PHASE2,COMPLETED,72,2006-10-31
NCT06205927,PHASE2,RECRUITING,77,2023-12-07
NCT05991193,,RECRUITING,100,2023-12-29
NCT00200382,PHASE2,TERMINATED,27,2004-05-31
NCT04001777,PHASE1,ACTIVE_NOT_RECRUITING,80,2019-07-04
NCT01994057,,RECRUITING,1000,2012-09-30
NCT00826449,PHASE1/PHASE2,COMPLETED,53,2009-02-28
NCT06369181,,RECRUITING,50,2021-01-01
NCT05195632,PHASE2,ACTIVE_NOT_RECRUITING,63,2022-06-02
NCT03396497,PHASE1,UNKNOWN,17,2018-08-03
NCT01061788,PHASE1,COMPLETED,43,2010-04-30
NCT07330037,PHASE2,RECRUITING,41,2025-12-01
NCT02558998,NA,COMPLETED,120,2015-03-31
NCT06313541,PHASE2,UNKNOWN,146,2024-04-10
NCT00874848,PHASE2,COMPLETED,90,2009-08-31
NCT05706129,PHASE1/PHASE2,RECRUITING,270,2023-03-14
NCT01947608,,NO_LONGER_AVAILABLE,,
NCT06704620,PHASE3,NOT_YET_RECRUITING,430,2024-12-31
NCT06281678,PHASE2,RECRUITING,178,2024-04-08
NCT03329950,PHASE1,COMPLETED,132,2017-12-01
NCT07170995,PHASE3,RECRUITING,460,2025-10-22
NCT06735508,EARLY_PHASE1,NOT_YET_RECRUITING,40,2025-01-31
NCT01203917,PHASE4,COMPLETED,1060,2010-09-30
NCT00252707,PHASE3,COMPLETED,484,2003-09-30
NCT02840227,NA,WITHDRAWN,0,2013-12-31
NCT04060342,PHASE1,TERMINATED,61,2019-08-13
NCT07104630,PHASE2,RECRUITING,85,2026-03-16
NCT03566576,NA,UNKNOWN,18,2018-07-01
NCT03452592,PHASE2,TERMINATED,220,2018-04-30
NCT00404703,PHASE2,TERMINATED,37,2006-08-31
NCT05008861,PHASE1,UNKNOWN,20,2021-09-01
NCT06332300,PHASE2,WITHDRAWN,0,2024-02-01
NCT05218759,NA,UNKNOWN,30,2022-02-21
NCT05825625,PHASE2,ACTIVE_NOT_RECRUITING,35,2023-05-26
NCT02887521,PHASE3,TERMINATED,9,2018-02-28
NCT01291017,PHASE2,COMPLETED,19,2011-02-28
NCT04902872,PHASE1/PHASE2,COMPLETED,69,2021-05-03
NCT02584634,PHASE1/PHASE2,TERMINATED,43,2015-12-18
NCT04941417,PHASE2,UNKNOWN,60,2020-11-24
NCT06908772,PHASE2/PHASE3,NOT_YET_RECRUITING,390,2025-04-01
NCT02522910,PHASE1/PHASE2,WITHDRAWN,0,2015-08-31
NCT06167460,,RECRUITING,50,2023-12-04
NCT07412262,PHASE2,NOT_YET_RECRUITING,32,2026-05-15
NCT02673814,PHASE2,WITHDRAWN,0,2016-02-29
NCT07538193,NA,NOT_YET_RECRUITING,28,2026-05-31
NCT05967689,PHASE2,RECRUITING,220,2023-07-31
NCT02549261,NA,UNKNOWN,150,2011-03-31
NCT05815173,PHASE1,RECRUITING,40,2023-08-01
NCT02284139,PHASE2/PHASE3,COMPLETED,90,2015-04-30
NCT04032704,PHASE2,TERMINATED,205,2019-10-09
NCT06557096,EARLY_PHASE1,NOT_YET_RECRUITING,100,2024-08-20
NCT07246759,,NOT_YET_RECRUITING,600,2025-11-15
NCT01356303,PHASE2,SUSPENDED,50,2009-03-31
NCT01797471,NA,TERMINATED,1,2013-03-31
NCT06927986,PHASE3,RECRUITING,380,2025-03-30
NCT00154739,PHASE2,COMPLETED,86,1998-10-31
NCT02637531,PHASE1,UNKNOWN,219,2015-12-31
NCT02823990,PHASE2,COMPLETED,13,2016-12-14
NCT03260491,PHASE1,ACTIVE_NOT_RECRUITING,312,2017-10-30
NCT00806923,PHASE3,COMPLETED,1044,2005-02-28
NCT06726265,PHASE3,ACTIVE_NOT_RECRUITING,756,2025-03-21
NCT02631460,PHASE2,UNKNOWN,470,2015-12-31
NCT05732974,,RECRUITING,60,2023-03-30
NCT00682383,PHASE2,COMPLETED,26,2003-09-30
NCT04025515,,SUSPENDED,500,2019-01-11
NCT04640259,,ACTIVE_NOT_RECRUITING,250,2021-02-01
NCT02125240,PHASE3,UNKNOWN,124,2014-09-30
NCT01237171,,WITHDRAWN,0,2010-11-30
NCT04199559,PHASE1/PHASE2,UNKNOWN,30,2019-12-01
NCT00564733,PHASE2,COMPLETED,55,2007-10-31
NCT02125461,PHASE3,COMPLETED,713,2014-05-07
NCT06617416,PHASE3,RECRUITING,560,2024-11-12
NCT07369596,,RECRUITING,150,2026-01-01
NCT07670312,PHASE1/PHASE2,NOT_YET_RECRUITING,190,2026-07-15
NCT05569291,NA,COMPLETED,19,2022-10-01
NCT04410796,PHASE2,RECRUITING,571,2020-05-28
NCT06653023,EARLY_PHASE1,SUSPENDED,60,2024-10-23
NCT00476216,PHASE1,COMPLETED,23,2007-09-30
NCT05157776,PHASE3,UNKNOWN,72,2021-10-28
NCT02815007,PHASE2,UNKNOWN,20,2016-06-30
NCT03710629,,UNKNOWN,750,2018-07-01
NCT00268970,PHASE2,COMPLETED,40,2005-12-31
NCT02069158,PHASE1,COMPLETED,17,2014-04-30
NCT07132190,PHASE2,RECRUITING,60,2025-12-30
NCT06206850,PHASE2,RECRUITING,20,2024-02-19
NCT01829971,PHASE1,TERMINATED,155,2013-04-30
NCT04339829,PHASE2,UNKNOWN,50,2020-08-01
NCT03074864,PHASE2/PHASE3,UNKNOWN,90,2017-02-27
NCT04501497,,COMPLETED,1221,2020-08-21
NCT07661251,,NOT_YET_RECRUITING,60,2026-06-15
NCT05313009,PHASE1/PHASE2,TERMINATED,5,2022-03-07
NCT03968419,PHASE2,TERMINATED,88,2019-11-05
NCT03017885,,COMPLETED,28,2017-02-28
NCT05815186,PHASE2,WITHDRAWN,0,2024-04-30
NCT03262948,PHASE3,UNKNOWN,388,2017-12-01
NCT02175017,PHASE2,COMPLETED,104,2014-06-30
NCT04803305,PHASE1,COMPLETED,18,2021-05-11
NCT04212052,PHASE2,COMPLETED,104,2020-07-01
NCT06876675,,ENROLLING_BY_INVITATION,167,2024-10-15
NCT05480865,PHASE1,TERMINATED,28,2022-07-06
NCT05383001,PHASE2,WITHDRAWN,0,2022-05-20
NCT06561386,PHASE3,RECRUITING,1000,2024-10-07
NCT02911259,NA,COMPLETED,230,2016-02-29
NCT05492682,PHASE1,RECRUITING,15,2023-02-02
NCT03713944,PHASE2,TERMINATED,30,2018-11-15
NCT05581004,PHASE1,RECRUITING,450,2022-10-20
NCT07444814,PHASE1,RECRUITING,226,2025-12-19
NCT01951755,,COMPLETED,150,2012-01-31
NCT03972189,PHASE2,UNKNOWN,111,2019-07-24
NCT03299478,,ACTIVE_NOT_RECRUITING,865,2016-11-28
NCT03053804,NA,UNKNOWN,75,2015-03-31
NCT04748523,NA,COMPLETED,86,2018-08-29
NCT03191786,PHASE3,COMPLETED,453,2017-09-11
NCT01184287,PHASE2,WITHDRAWN,0,
NCT04753918,EARLY_PHASE1,UNKNOWN,3,2021-03-31
NCT05236114,,RECRUITING,1200,2022-06-22
NCT07601048,PHASE3,NOT_YET_RECRUITING,450,2026-06-30
NCT07003490,NA,RECRUITING,30,2025-01-01
NCT01955681,,COMPLETED,200,2013-12-31
NCT04326153,PHASE2,ACTIVE_NOT_RECRUITING,30,2020-03-20
NCT01059552,PHASE1,COMPLETED,18,2009-12-16
NCT00816868,PHASE2,COMPLETED,62,2009-01-31
NCT01705184,PHASE2,COMPLETED,120,2012-12-31
NCT00588445,PHASE2,COMPLETED,65,2004-06-30
NCT00692640,PHASE1,COMPLETED,35,2008-05-31
NCT07649629,,RECRUITING,70,2025-09-01
NCT05788484,PHASE1,COMPLETED,20,2023-05-11
NCT05450692,PHASE3,ACTIVE_NOT_RECRUITING,594,2022-09-15
NCT06269133,,ACTIVE_NOT_RECRUITING,1000,2024-02-21
NCT06992739,PHASE2,RECRUITING,49,2025-12-08
NCT02400814,PHASE1,TERMINATED,27,2015-12-03
NCT01893268,,COMPLETED,279,2013-07-25
NCT01848613,PHASE4,COMPLETED,120,2012-10-31
NCT07257471,,RECRUITING,30,2025-06-06
NCT04736823,PHASE2,ACTIVE_NOT_RECRUITING,265,2021-02-01
NCT05465343,PHASE2,COMPLETED,24,2022-07-11
NCT05058560,PHASE2,COMPLETED,30,2021-12-01
NCT06789172,PHASE1,RECRUITING,146,2025-01-23
NCT01951157,PHASE2,COMPLETED,69,2013-09-11
NCT02007070,PHASE1,COMPLETED,38,2014-02-28
NCT00227019,PHASE2,COMPLETED,16,2006-03-31
NCT04619797,PHASE2/PHASE3,COMPLETED,542,2020-12-15
NCT06681870,PHASE1,WITHDRAWN,0,2024-12-31
NCT07680790,PHASE3,NOT_YET_RECRUITING,850,2026-09-30
NCT01660776,,COMPLETED,105,2012-06-07
NCT00603057,,COMPLETED,115,2007-05-31
NCT05948813,PHASE2,RECRUITING,420,2023-08-17
NCT02564380,PHASE2,TERMINATED,41,2016-01-19
NCT04825873,,COMPLETED,3102,2021-05-28
NCT02437136,PHASE1/PHASE2,COMPLETED,191,2015-08-26
NCT04853017,PHASE1,COMPLETED,25,2021-10-04
NCT00940875,PHASE2,TERMINATED,54,2009-06-30
NCT04037150,,UNKNOWN,100,2019-07-01
NCT05341583,PHASE3,RECRUITING,202,2022-05-24
NCT01069575,PHASE1,COMPLETED,18,2010-02-28
NCT04575415,,UNKNOWN,272,2020-10-07
NCT03307759,PHASE1,TERMINATED,13,2017-12-07
NCT05482087,PHASE2,UNKNOWN,190,2022-09-30
NCT05184712,PHASE3,ACTIVE_NOT_RECRUITING,322,2022-01-25
NCT00259064,PHASE2/PHASE3,COMPLETED,216,2004-09-30
NCT06570317,,RECRUITING,40,2024-08-24
NCT07163507,NA,NOT_YET_RECRUITING,50,2026-04-30
NCT04916236,PHASE1,TERMINATED,24,2022-03-31
NCT06102928,NA,RECRUITING,30,2023-10-30
NCT06182761,PHASE2,NOT_YET_RECRUITING,45,2024-01-31
NCT01083589,PHASE2,COMPLETED,22,2005-01-31
NCT01598597,,COMPLETED,276,2012-03-31
NCT06080776,PHASE3,RECRUITING,242,2023-05-11
NCT03764917,,UNKNOWN,100,2018-12-01
NCT00005065,PHASE1,COMPLETED,12,2000-01-31
NCT01687439,PHASE2,COMPLETED,15,2008-12-31
NCT06863506,PHASE2,RECRUITING,78,2024-10-01
NCT07087223,PHASE1/PHASE2,RECRUITING,42,2025-04-08
NCT07627321,PHASE2,NOT_YET_RECRUITING,39,2026-07-15
NCT05816252,PHASE2,ACTIVE_NOT_RECRUITING,356,2023-04-19
NCT00274443,PHASE2,COMPLETED,250,2005-03-01
NCT03409614,PHASE3,COMPLETED,789,2018-03-06
NCT00039091,PHASE1,TERMINATED,26,2002-03-31
NCT00666692,PHASE1,COMPLETED,7,2008-04-30
NCT04521075,PHASE1/PHASE2,UNKNOWN,42,2020-11-01
NCT02839954,PHASE1/PHASE2,UNKNOWN,10,2016-07-31
NCT00198432,PHASE2,COMPLETED,130,2002-03-31
NCT00097214,PHASE2,COMPLETED,57,2004-11-30
NCT05378633,NA,RECRUITING,190,2022-02-24
NCT07328945,,RECRUITING,250,2023-12-01
NCT07086456,PHASE2,RECRUITING,80,2025-07-20
NCT02316002,PHASE2,COMPLETED,51,2015-01-21
NCT07398599,NA,RECRUITING,30,2026-02-15
NCT03485326,,COMPLETED,1700,2020-04-21
NCT04198766,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,296,2019-12-10
NCT03819465,PHASE1,ACTIVE_NOT_RECRUITING,175,2018-12-27
NCT02202655,,UNKNOWN,50,2014-05-31
NCT00372203,PHASE2,COMPLETED,200,2006-07-31
NCT04524689,PHASE2,TERMINATED,57,2020-10-26
NCT07034326,PHASE2/PHASE3,RECRUITING,405,2025-01-01
NCT04996927,,UNKNOWN,50,2021-06-01
NCT07374419,PHASE1/PHASE2,NOT_YET_RECRUITING,178,2026-02-10
NCT02764086,PHASE1/PHASE2,TERMINATED,6,2016-08-10
NCT05021328,PHASE1,COMPLETED,13,2021-10-01
NCT01824901,PHASE1/PHASE2,COMPLETED,2,2014-01-15
NCT04691388,PHASE2,COMPLETED,29,2021-03-01
NCT02204345,PHASE1/PHASE2,TERMINATED,12,2014-10-31
NCT01158170,PHASE3,UNKNOWN,200,2010-06-30
NCT07358689,PHASE2,NOT_YET_RECRUITING,120,2026-06-30
NCT03724500,,UNKNOWN,65,2017-02-01
NCT05889247,NA,RECRUITING,350,2023-07-28
NCT03911219,,COMPLETED,154,2019-07-10
NCT04044170,PHASE2,TERMINATED,5,2019-07-30
NCT03620669,PHASE2,ACTIVE_NOT_RECRUITING,48,2018-12-04
NCT05933044,,COMPLETED,662,2021-11-19
NCT00933777,PHASE1,COMPLETED,36,2009-07-31
NCT02452424,PHASE1/PHASE2,TERMINATED,78,2015-07-02
NCT02009436,PHASE1,COMPLETED,8,2015-02-09
NCT07318883,PHASE2/PHASE3,NOT_YET_RECRUITING,720,2026-03-31
NCT07619339,PHASE1,RECRUITING,16,2026-05-27
NCT06457789,NA,RECRUITING,34,2024-12-01
NCT02111681,NA,COMPLETED,48,2014-04-30
NCT05852990,PHASE3,RECRUITING,28,2022-03-01
NCT07201077,NA,COMPLETED,100,2025-01-01
NCT03074175,NA,COMPLETED,240,2017-07-01
NCT03916913,NA,UNKNOWN,85,2019-01-01
NCT04164745,PHASE2,UNKNOWN,49,2019-11-16
NCT04906746,EARLY_PHASE1,ACTIVE_NOT_RECRUITING,10,2022-02-23
NCT02448797,PHASE3,UNKNOWN,320,2015-06-08
NCT00085839,PHASE2,COMPLETED,103,2004-02-29
NCT06512207,NA,RECRUITING,80,2023-12-03
NCT04351555,PHASE3,ACTIVE_NOT_RECRUITING,358,2020-12-16
NCT00173888,PHASE2,COMPLETED,15,2003-07-31
NCT01993810,PHASE3,ACTIVE_NOT_RECRUITING,330,2014-01-03
NCT05298176,PHASE2,COMPLETED,5,2022-01-04
NCT05786924,PHASE1/PHASE2,RECRUITING,554,2023-04-18
NCT04795713,PHASE1,TERMINATED,64,2021-05-27
NCT04609566,PHASE2,COMPLETED,161,2021-01-26
NCT05207423,,COMPLETED,179,2022-10-03
NCT06174857,,UNKNOWN,100,2021-01-01
NCT02662634,PHASE2,WITHDRAWN,0,2016-03-31
NCT04073537,PHASE3,UNKNOWN,386,2019-10-31
NCT06159790,PHASE3,COMPLETED,218,2024-04-29
NCT03172156,,COMPLETED,100,2017-07-01
NCT05210946,NA,UNKNOWN,20,2021-12-06
NCT01449357,PHASE2,WITHDRAWN,0,
NCT06671613,NA,RECRUITING,66,2025-10-27
NCT06169956,,RECRUITING,400,2023-11-30
NCT01859026,PHASE1,COMPLETED,43,2013-12-30
NCT04466917,PHASE3,WITHDRAWN,0,2021-05-15
NCT06885840,PHASE2,NOT_YET_RECRUITING,100,2025-03-31
NCT03674827,PHASE1,TERMINATED,36,2018-11-27
NCT03802240,PHASE3,COMPLETED,492,2019-07-11
NCT05244213,PHASE2,ACTIVE_NOT_RECRUITING,35,2022-06-04
NCT06195683,PHASE2,UNKNOWN,23,2023-12-01
NCT04725448,PHASE2,UNKNOWN,27,2021-04-06
NCT05222087,PHASE1,RECRUITING,40,2022-01-03
NCT03987867,PHASE1,UNKNOWN,30,2019-06-01
NCT01337154,PHASE2,TERMINATED,140,2011-04-30
NCT03389815,PHASE1/PHASE2,UNKNOWN,48,2017-09-14
NCT00997724,PHASE2,UNKNOWN,100,1996-02-29
NCT07151898,,RECRUITING,50,2025-05-01
NCT01110226,PHASE1,TERMINATED,23,2010-04-27
NCT01138722,PHASE2,TERMINATED,1,2010-05-31
NCT06132698,PHASE2,RECRUITING,17,2023-11-30
NCT03451526,,COMPLETED,2929,2017-12-01
NCT04622007,PHASE2,UNKNOWN,68,2021-06-02
NCT02500199,PHASE1,UNKNOWN,50,2015-06-30
NCT05994131,PHASE1/PHASE2,RECRUITING,110,2023-07-13
NCT07277413,PHASE1,RECRUITING,260,2026-03-04
NCT03077113,NA,COMPLETED,3,2012-10-15
NCT03977467,PHASE2,COMPLETED,46,2019-08-30
NCT00971191,PHASE1,TERMINATED,22,2010-02-28
NCT04905316,PHASE2,ACTIVE_NOT_RECRUITING,41,2021-05-21
NCT06604351,PHASE2,NOT_YET_RECRUITING,39,2024-09-15
NCT05186974,PHASE2,ACTIVE_NOT_RECRUITING,193,2022-05-30
NCT06020352,PHASE2/PHASE3,UNKNOWN,20,2023-08-25
NCT05211895,PHASE3,RECRUITING,860,2022-02-18
NCT00103831,PHASE1/PHASE2,COMPLETED,,
NCT03076372,PHASE1,UNKNOWN,34,2017-02-22
NCT03559049,PHASE1/PHASE2,TERMINATED,25,2018-12-24
NCT04206787,,COMPLETED,72,2020-05-20
NCT01327612,PHASE2,COMPLETED,12,2011-03-03
NCT01470716,PHASE2,UNKNOWN,26,2012-01-31
NCT06084806,PHASE2,RECRUITING,10,2023-10-31
NCT04042558,PHASE2,COMPLETED,150,2019-09-26
NCT06424821,PHASE2,UNKNOWN,54,2023-07-04
NCT04322591,,UNKNOWN,70,2020-03-24
NCT02490696,PHASE2,COMPLETED,23,2015-06-01
NCT03766958,,COMPLETED,842,2018-10-16
NCT05303493,PHASE1,COMPLETED,45,2022-06-29
NCT05252091,PHASE2,UNKNOWN,30,2022-02-20
NCT00762034,PHASE3,COMPLETED,939,2008-12-31
NCT05786430,PHASE2,ACTIVE_NOT_RECRUITING,87,2023-04-07
NCT04324164,,RECRUITING,800,2020-03-24
NCT00621049,PHASE2,COMPLETED,112,2007-12-31
NCT04367311,PHASE2,ACTIVE_NOT_RECRUITING,100,2020-05-22
NCT00986674,PHASE2,COMPLETED,140,2009-09-30
NCT02364999,PHASE3,COMPLETED,719,2015-04-30
NCT01481259,PHASE2/PHASE3,UNKNOWN,120,2010-01-31
NCT04846452,PHASE2,UNKNOWN,40,2021-06-01
NCT01054482,PHASE2,UNKNOWN,120,2007-02-28
NCT02897375,PHASE1,COMPLETED,71,2016-10-24
NCT04082182,PHASE1,UNKNOWN,7,2019-08-26
NCT01774578,PHASE2/PHASE3,TERMINATED,135,2013-02-28
NCT02262325,PHASE2,COMPLETED,21,2015-06-08
NCT01828112,PHASE3,COMPLETED,231,2013-06-28
NCT03205930,PHASE1/PHASE2,UNKNOWN,20,2017-08-31
NCT05631678,PHASE1,COMPLETED,48,2022-06-06
NCT05902260,NA,COMPLETED,51,2021-07-06
NCT00991796,PHASE2,COMPLETED,109,2009-06-30
NCT07073183,PHASE1,WITHDRAWN,0,2025-07-30
NCT04878107,PHASE2,UNKNOWN,88,2022-03-15
NCT03621982,PHASE1,TERMINATED,78,2018-11-09
NCT01685346,NA,TERMINATED,8,2012-10-31
NCT07541170,PHASE3,NOT_YET_RECRUITING,400,2026-09-01
NCT02568267,PHASE2,ACTIVE_NOT_RECRUITING,534,2015-11-19
NCT01565772,PHASE1,TERMINATED,4,2012-03-31
NCT02273336,,COMPLETED,40,2014-07-22
NCT05987826,PHASE2,UNKNOWN,40,2023-08-31
NCT06967532,,RECRUITING,90,2024-09-06
NCT03615443,,COMPLETED,306,2016-02-12
NCT01935154,PHASE2,COMPLETED,221,2012-08-31
NCT04978753,PHASE2,UNKNOWN,54,2021-05-01
NCT02367794,PHASE3,COMPLETED,1021,2015-06-11
NCT06786468,NA,RECRUITING,104,2024-04-02
NCT05005403,PHASE1,RECRUITING,694,2021-11-01
NCT05407155,NA,ACTIVE_NOT_RECRUITING,56,2022-06-09
NCT01839955,PHASE1,COMPLETED,12,2013-09-30
NCT00620269,PHASE2,UNKNOWN,212,2008-02-29
NCT06896890,PHASE1/PHASE2,RECRUITING,32,2023-06-23
NCT06064279,PHASE1/PHASE2,WITHDRAWN,0,2024-06-04
NCT06406608,NA,UNKNOWN,20,2024-04-16
NCT07086326,PHASE2,NOT_YET_RECRUITING,164,2025-07-31
NCT04809103,PHASE1,COMPLETED,6,2021-03-08
NCT01494558,PHASE2/PHASE3,COMPLETED,200,2007-05-31
NCT04465968,PHASE3,NOT_YET_RECRUITING,84,2020-09-01
NCT05588609,PHASE2,TERMINATED,13,2022-11-17
NCT02080078,PHASE1,TERMINATED,15,2014-09-30
NCT03087708,PHASE2,TERMINATED,50,2018-03-23
NCT00693992,PHASE3,COMPLETED,210,2008-06-15
NCT04996121,PHASE1/PHASE2,RECRUITING,360,2021-12-06
NCT05801107,PHASE2,UNKNOWN,30,2021-10-25
NCT02245100,,COMPLETED,130,2014-07-22
NCT04297605,PHASE1,RECRUITING,60,2020-05-15
NCT05882513,PHASE2,ACTIVE_NOT_RECRUITING,36,2023-05-16
NCT07285148,PHASE1/PHASE2,NOT_YET_RECRUITING,253,2026-06-30
NCT05634551,,COMPLETED,15,2023-02-09
NCT04504071,PHASE2,ACTIVE_NOT_RECRUITING,30,2020-12-08
NCT07158489,PHASE2,NOT_YET_RECRUITING,47,2026-07-31
NCT02454933,PHASE3,COMPLETED,29,2015-07-15
NCT04413227,PHASE1,UNKNOWN,30,2020-04-02
NCT04720339,NA,RECRUITING,250,2021-05-27
NCT04262388,PHASE2,WITHDRAWN,0,2021-01-31
NCT02321046,,COMPLETED,26,2015-09-02
NCT06617936,PHASE2,RECRUITING,36,2024-08-27
NCT04303780,PHASE3,ACTIVE_NOT_RECRUITING,345,2020-06-04
NCT06652048,PHASE2,RECRUITING,60,2024-10-01
NCT06712316,PHASE2/PHASE3,RECRUITING,1260,2025-01-07
NCT03969823,NA,ACTIVE_NOT_RECRUITING,148,2019-05-23
NCT06784791,PHASE2,RECRUITING,20,2024-11-06
NCT05034926,,COMPLETED,212,2020-10-07
NCT02726568,PHASE2,UNKNOWN,30,2016-03-31
NCT02681549,PHASE2,COMPLETED,41,2016-05-01
NCT02340208,PHASE1/PHASE2,COMPLETED,76,2012-05-31
NCT04424641,PHASE1/PHASE2,TERMINATED,48,2020-07-15
NCT04302025,PHASE2,RECRUITING,99,2020-11-06
NCT00967577,PHASE1,COMPLETED,20,2009-07-31
NCT06562192,PHASE1,RECRUITING,162,2024-10-15
NCT07578571,PHASE1,RECRUITING,175,2026-05-21
NCT01026467,,COMPLETED,45,2010-01-31
NCT01808677,,COMPLETED,49,2012-06-30
NCT05230888,,WITHDRAWN,0,2022-02-09
NCT07229729,PHASE2,RECRUITING,300,2025-11-24
NCT06394427,,UNKNOWN,250,2024-05-31
NCT04180176,PHASE4,COMPLETED,945,2019-12-13
NCT02604342,PHASE3,COMPLETED,119,2015-11-03
NCT05261438,,COMPLETED,70,2019-09-01
NCT03634059,NA,UNKNOWN,80,2018-08-15
NCT07161310,NA,RECRUITING,45,2026-01-02
NCT00387465,PHASE1/PHASE2,COMPLETED,94,2006-08-31
NCT07151040,PHASE1/PHASE2,RECRUITING,43,2025-08-22
NCT03402048,PHASE3,UNKNOWN,567,2012-07-31
NCT07237503,NA,ACTIVE_NOT_RECRUITING,33,2025-07-15
NCT07031154,PHASE2,NOT_YET_RECRUITING,43,2025-06-30
NCT03958097,PHASE2,COMPLETED,20,2019-05-17
NCT07016126,PHASE3,RECRUITING,70,2024-12-22
NCT02778893,PHASE4,UNKNOWN,67,2016-03-31
NCT04291092,PHASE2,UNKNOWN,63,2020-01-01
NCT03128008,PHASE2,COMPLETED,10,2017-12-07
NCT04699721,PHASE2,ACTIVE_NOT_RECRUITING,60,2020-07-01
NCT00674102,PHASE1,COMPLETED,15,2008-04-30
NCT05176925,PHASE2,TERMINATED,5,2021-01-10
NCT05007938,PHASE2,ACTIVE_NOT_RECRUITING,30,2021-08-12
NCT02196675,,COMPLETED,105,2014-07-31
NCT07410975,PHASE2,RECRUITING,54,2026-01-10
NCT02592577,PHASE1,COMPLETED,28,2015-11-30
NCT07231068,PHASE1/PHASE2,RECRUITING,153,2022-10-31
NCT04615884,NA,WITHDRAWN,0,2022-03-31
NCT07239102,,COMPLETED,300,2020-01-01
NCT05800340,PHASE2,RECRUITING,30,2023-04-04
NCT05281406,PHASE2,RECRUITING,50,2021-11-12
NCT01737502,PHASE1/PHASE2,COMPLETED,29,2014-05-14
NCT06247280,,ACTIVE_NOT_RECRUITING,2001,2022-06-24
NCT01967823,PHASE2,COMPLETED,11,2013-10-24
NCT06723236,PHASE1,RECRUITING,124,2025-02-13
NCT02300831,,COMPLETED,770,2014-12-01
NCT00881296,PHASE2,COMPLETED,60,2008-03-31
NCT03653546,PHASE2/PHASE3,COMPLETED,492,2018-10-29
NCT04135820,PHASE1,COMPLETED,16,2019-12-17
