"nct_id","phase","overall_status","enrollment","start_date"
NCT07618793,PHASE2,NOT_YET_RECRUITING,60,2026-06-30
NCT07453394,PHASE1/PHASE2,NOT_YET_RECRUITING,626,2026-04-30
NCT05888402,PHASE2,ACTIVE_NOT_RECRUITING,50,2023-01-20
NCT00088959,PHASE1,COMPLETED,45,2003-12-31
NCT02566421,NA,TERMINATED,110,2015-10-31
NCT04203485,PHASE3,UNKNOWN,762,2020-06-15
NCT03736993,NA,COMPLETED,160,2018-05-28
NCT03673657,PHASE2,COMPLETED,67,2018-08-10
NCT00343720,PHASE2,COMPLETED,,
NCT04633564,PHASE3,COMPLETED,671,2017-01-21
NCT07202260,,ACTIVE_NOT_RECRUITING,80,2025-07-03
NCT05169801,PHASE3,COMPLETED,520,2018-01-25
NCT00937482,PHASE1,TERMINATED,18,2009-08-31
NCT00265694,PHASE3,UNKNOWN,,
NCT00118144,PHASE2,COMPLETED,42,2005-06-30
NCT01409681,,TERMINATED,41,2011-05-31
NCT03801304,PHASE2,COMPLETED,80,2019-01-24
NCT06807307,,RECRUITING,256,2024-06-04
NCT06083857,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,3,2024-06-18
NCT07477808,PHASE3,NOT_YET_RECRUITING,116,2026-04-01
NCT01593995,PHASE2,COMPLETED,52,2012-05-31
NCT06224387,PHASE1/PHASE2,RECRUITING,224,2023-06-26
NCT04868877,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,194,2021-04-28
NCT02453282,PHASE3,ACTIVE_NOT_RECRUITING,1118,2015-07-21
NCT05170204,PHASE3,ACTIVE_NOT_RECRUITING,68,2022-11-01
NCT07542704,PHASE1,NOT_YET_RECRUITING,48,2026-05-31
NCT05756972,PHASE2,ACTIVE_NOT_RECRUITING,64,2023-06-26
NCT02410382,PHASE2,TERMINATED,79,2014-08-27
NCT07133425,PHASE2,RECRUITING,29,2025-11-06
NCT01003522,PHASE3,UNKNOWN,60,2008-09-30
NCT05360381,PHASE1,UNKNOWN,82,2022-06-03
NCT01457469,PHASE1,COMPLETED,6,2011-01-31
NCT03565003,PHASE1/PHASE2,COMPLETED,126,2018-11-20
NCT00741988,PHASE2,COMPLETED,82,2008-09-30
NCT00874328,PHASE1/PHASE2,UNKNOWN,74,2008-10-31
NCT05477615,PHASE2,UNKNOWN,28,2022-08-31
NCT06448572,PHASE1/PHASE2,RECRUITING,21,2024-07-16
NCT06923618,NA,RECRUITING,385,2025-07-09
NCT06379087,PHASE2,RECRUITING,20,2024-05-01
NCT03029871,PHASE1,WITHDRAWN,0,2017-01-13
NCT00400829,PHASE2,COMPLETED,66,2006-11-30
NCT05116462,PHASE3,ACTIVE_NOT_RECRUITING,506,2024-03-15
NCT01935336,PHASE2,COMPLETED,171,2013-09-24
NCT07239544,,ACTIVE_NOT_RECRUITING,50,2025-07-10
NCT06829641,,NOT_YET_RECRUITING,200,2025-08-09
NCT05170581,PHASE2,UNKNOWN,30,2021-12-01
NCT06054152,,COMPLETED,150,2023-04-10
NCT06330038,PHASE4,RECRUITING,5384,2024-08-05
NCT06054191,PHASE2,NOT_YET_RECRUITING,40,2024-02-01
NCT00721981,,TERMINATED,120,2009-04-30
NCT05419700,,COMPLETED,76,2022-08-05
NCT04449874,PHASE1,ACTIVE_NOT_RECRUITING,498,2020-07-29
NCT05145244,,RECRUITING,2400,2021-08-01
NCT03782207,,ACTIVE_NOT_RECRUITING,2756,2019-02-07
NCT01642251,PHASE1/PHASE2,COMPLETED,156,2012-09-28
NCT00922584,PHASE2,COMPLETED,65,2008-12-31
NCT01673867,PHASE3,COMPLETED,582,2012-11-02
NCT05840510,PHASE1,TERMINATED,6,2023-08-07
NCT00434135,PHASE2,COMPLETED,180,2006-05-31
NCT03727477,,COMPLETED,291,2019-02-01
NCT00173524,,UNKNOWN,200,2005-09-30
NCT06083870,PHASE1,RECRUITING,35,2023-12-13
NCT02036359,PHASE2,UNKNOWN,76,2012-05-31
NCT04467801,PHASE2,UNKNOWN,60,2021-09-14
NCT05800418,PHASE1,COMPLETED,88,2019-11-04
NCT04464967,PHASE1/PHASE2,WITHDRAWN,0,2021-03-31
NCT01712217,PHASE1/PHASE2,COMPLETED,220,2012-10-31
NCT06939049,,COMPLETED,250,2017-05-02
NCT07670715,PHASE2,NOT_YET_RECRUITING,30,2026-07-01
NCT06613308,,NOT_YET_RECRUITING,20,2024-09-25
NCT00378404,PHASE1,TERMINATED,10,2004-11-30
NCT07271446,PHASE1,COMPLETED,8,2018-09-01
NCT00773188,PHASE1,COMPLETED,6,2008-12-31
NCT04945200,,UNKNOWN,50,2021-01-01
NCT00391274,PHASE3,COMPLETED,211,2006-10-31
NCT03004183,PHASE2,COMPLETED,57,2017-07-01
NCT03217669,PHASE1,UNKNOWN,15,2018-02-22
NCT01124253,PHASE3,COMPLETED,250,2007-07-31
NCT06335355,PHASE2/PHASE3,NOT_YET_RECRUITING,401,2024-03-31
NCT02014545,PHASE2,WITHDRAWN,0,2016-01-31
NCT07610616,,RECRUITING,10,2025-12-28
NCT07251582,PHASE3,RECRUITING,156,2025-12-07
NCT03611738,PHASE1,ACTIVE_NOT_RECRUITING,21,2019-02-01
NCT06844474,PHASE2,RECRUITING,300,2025-03-07
NCT06361589,,RECRUITING,200,2024-05-01
NCT03402464,PHASE2,UNKNOWN,30,2018-01-31
NCT00238849,PHASE2,UNKNOWN,40,
NCT03997799,NA,UNKNOWN,20,2019-06-10
NCT01570296,PHASE1,COMPLETED,38,2011-10-03
NCT06001671,PHASE1,COMPLETED,23,2020-10-27
NCT05543330,PHASE1/PHASE2,RECRUITING,96,2022-09-30
NCT07359040,,RECRUITING,80,2025-07-01
NCT03999710,PHASE2,ACTIVE_NOT_RECRUITING,61,2019-07-19
NCT02259114,PHASE1,COMPLETED,47,2014-10-23
NCT06969612,PHASE1,RECRUITING,21,2025-05-15
NCT07089199,PHASE2,RECRUITING,34,2025-07-25
NCT03976375,PHASE3,COMPLETED,422,2019-06-26
NCT03546452,,UNKNOWN,50,2018-05-18
NCT07024862,,ACTIVE_NOT_RECRUITING,100,2024-10-24
NCT00743379,PHASE1/PHASE2,COMPLETED,71,2008-08-31
NCT02651506,PHASE2,WITHDRAWN,0,
NCT03809624,PHASE1,TERMINATED,160,2019-01-30
NCT06287593,NA,NOT_YET_RECRUITING,300,2024-04-15
NCT00867412,,COMPLETED,189,2002-01-31
NCT07523464,PHASE1,NOT_YET_RECRUITING,24,2026-06-01
NCT02482168,PHASE1,COMPLETED,43,2015-05-31
NCT04530097,NA,UNKNOWN,260,2021-01-01
NCT03158883,EARLY_PHASE1,COMPLETED,8,2017-05-17
NCT06735781,,COMPLETED,101,2024-09-05
NCT03532698,,UNKNOWN,100,2020-08-01
NCT04892017,PHASE1,TERMINATED,91,2021-06-15
NCT07056556,PHASE1,RECRUITING,31,2025-07-30
NCT06586515,PHASE1,RECRUITING,630,2024-09-12
NCT04763083,PHASE1,UNKNOWN,90,2021-05-14
NCT04830202,,TEMPORARILY_NOT_AVAILABLE,,
NCT07090499,PHASE1,RECRUITING,310,2025-08-20
NCT02584699,PHASE2,UNKNOWN,40,2015-07-31
NCT01259089,PHASE1/PHASE2,COMPLETED,38,2011-04-27
NCT05798845,PHASE2,RECRUITING,124,2025-02-20
NCT06449313,PHASE2,RECRUITING,21,2026-08-31
NCT04084717,PHASE2,COMPLETED,33,2019-12-03
NCT02871856,NA,UNKNOWN,2000,2017-04-05
NCT07158840,PHASE2,NOT_YET_RECRUITING,60,2025-09-05
NCT03195491,PHASE3,COMPLETED,400,2017-12-25
NCT06774963,PHASE1,RECRUITING,145,2025-01-07
NCT03311672,PHASE2,WITHDRAWN,0,2017-11-26
NCT00216203,PHASE1/PHASE2,COMPLETED,36,2005-05-31
NCT05186506,PHASE2,NOT_YET_RECRUITING,152,2022-01-01
NCT05661240,PHASE2/PHASE3,UNKNOWN,348,2022-12-20
NCT02974426,PHASE3,TERMINATED,132,2016-11-30
NCT06208033,EARLY_PHASE1,UNKNOWN,40,2024-01-10
NCT05543629,PHASE1/PHASE2,TERMINATED,36,2022-10-04
NCT01731587,PHASE1,WITHDRAWN,0,2001-01-31
NCT00794417,PHASE1/PHASE2,TERMINATED,60,2008-11-30
NCT06751108,,ACTIVE_NOT_RECRUITING,2000,2024-11-01
NCT02041533,PHASE3,COMPLETED,541,2014-03-27
NCT06350097,PHASE3,RECRUITING,582,2024-04-29
NCT05935384,,RECRUITING,470,2023-10-25
NCT06268210,PHASE2,ACTIVE_NOT_RECRUITING,160,2022-02-07
NCT07300150,PHASE1,RECRUITING,210,2025-11-21
NCT02404441,PHASE1/PHASE2,COMPLETED,319,2015-04-27
NCT04375904,PHASE2,RECRUITING,68,2020-12-22
NCT01723878,,COMPLETED,144,2013-12-30
NCT01134016,PHASE1,COMPLETED,13,2010-12-31
NCT00702572,PHASE1,TERMINATED,25,2008-04-30
NCT06575933,PHASE1,COMPLETED,28,2024-09-03
NCT06010329,PHASE2,RECRUITING,66,2023-12-27
NCT02738593,,UNKNOWN,124,2016-04-30
NCT01465243,PHASE4,COMPLETED,32,2011-09-30
NCT03381066,PHASE3,UNKNOWN,225,2018-04-10
NCT02820116,PHASE2,UNKNOWN,67,2016-05-31
NCT01521325,PHASE1,COMPLETED,6,2011-09-30
NCT06924398,PHASE2,RECRUITING,32,2025-04-20
NCT06341387,,UNKNOWN,200,2023-05-05
NCT06961188,PHASE3,NOT_YET_RECRUITING,174,2025-06-01
NCT05379803,PHASE2,RECRUITING,40,2022-05-01
NCT03924050,PHASE3,UNKNOWN,440,2019-05-06
NCT01523340,,COMPLETED,196,2011-09-30
NCT07355205,PHASE1/PHASE2,NOT_YET_RECRUITING,26,2026-07-31
NCT04923802,,TERMINATED,13,2021-06-24
NCT05605613,PHASE2/PHASE3,UNKNOWN,150,2022-10-29
NCT07401498,NA,ENROLLING_BY_INVITATION,1000,2025-08-14
NCT07550920,PHASE2,NOT_YET_RECRUITING,18,2026-05-10
NCT07173244,,NOT_YET_RECRUITING,300,2025-09-15
NCT02133508,,COMPLETED,172,2014-04-30
NCT07274384,PHASE2,NOT_YET_RECRUITING,74,2026-01-01
NCT06422403,PHASE2,RECRUITING,360,2024-11-25
NCT05537701,,ACTIVE_NOT_RECRUITING,316,2022-10-03
NCT07613723,PHASE1,RECRUITING,9,2026-05-31
NCT04207775,,COMPLETED,300,2020-03-30
NCT07459751,PHASE2/PHASE3,RECRUITING,706,2026-05-27
NCT03724331,NA,COMPLETED,235,2019-06-04
NCT05538130,PHASE1,RECRUITING,124,2022-11-30
NCT05014815,PHASE2,COMPLETED,272,2021-11-16
NCT03232892,PHASE2,TERMINATED,1,2018-02-13
NCT02274337,PHASE1/PHASE2,UNKNOWN,100,2014-09-30
NCT05654454,PHASE3,RECRUITING,620,2023-05-31
NCT00246727,PHASE3,UNKNOWN,300,2005-12-31
NCT01130779,PHASE2,UNKNOWN,23,2009-08-31
NCT01707823,EARLY_PHASE1,TERMINATED,4,2012-10-31
NCT02017925,NA,WITHDRAWN,0,2013-10-31
NCT00887315,PHASE2,TERMINATED,11,2009-04-30
NCT07551414,PHASE2,NOT_YET_RECRUITING,38,2026-05-30
NCT00219297,PHASE2,COMPLETED,50,2005-11-16
NCT02044328,PHASE2,COMPLETED,79,2014-01-31
NCT01995188,PHASE1,COMPLETED,41,2013-12-16
NCT04328844,PHASE1,ACTIVE_NOT_RECRUITING,210,2020-02-25
NCT00269828,PHASE3,TERMINATED,600,2005-12-31
NCT07338474,,COMPLETED,51,2024-08-23
NCT02127372,PHASE1/PHASE2,TERMINATED,43,2004-11-30
NCT03007875,PHASE1/PHASE2,COMPLETED,20,2016-12-01
NCT05716672,,UNKNOWN,200,2023-02-01
NCT07516015,,NOT_YET_RECRUITING,1000,2026-04-10
NCT04745715,,COMPLETED,110,2011-01-01
NCT00063154,PHASE2,COMPLETED,51,2003-07-31
NCT05458726,PHASE2,UNKNOWN,80,2020-09-15
NCT07243132,,RECRUITING,1000,2025-07-02
NCT01998919,PHASE2,COMPLETED,154,2006-08-31
NCT02513355,PHASE4,UNKNOWN,400,2015-02-28
NCT01028612,NA,TERMINATED,1,2010-02-28
NCT00040794,PHASE2,COMPLETED,144,2002-05-31
NCT00654030,PHASE2,COMPLETED,12,2006-10-31
NCT05686434,PHASE2,RECRUITING,65,2022-10-14
NCT04358562,PHASE2,UNKNOWN,240,2020-05-01
NCT05274451,PHASE1,TERMINATED,57,2022-03-29
NCT04682327,,UNKNOWN,50,2021-08-12
NCT03042013,PHASE2,WITHDRAWN,0,2017-02-28
NCT01620190,PHASE2,COMPLETED,26,2012-12-02
NCT01051934,PHASE1,COMPLETED,2,2009-12-29
NCT06234579,,RECRUITING,108,2021-07-12
NCT04526691,PHASE1,ACTIVE_NOT_RECRUITING,145,2020-09-15
NCT02542293,PHASE3,ACTIVE_NOT_RECRUITING,953,2015-11-03
NCT01207063,PHASE2,COMPLETED,40,2011-03-31
NCT05146219,PHASE2,COMPLETED,29,2022-04-02
NCT06431100,,RECRUITING,10,2023-07-19
NCT06848426,NA,NOT_YET_RECRUITING,100,2025-03-10
NCT06904547,,NOT_YET_RECRUITING,100,2025-04-20
NCT04685070,PHASE2,ACTIVE_NOT_RECRUITING,56,2021-12-14
NCT04828395,PHASE2,UNKNOWN,65,2021-03-01
NCT06680050,PHASE2,RECRUITING,21,2025-08-07
NCT07633626,,RECRUITING,24,2026-03-10
NCT06599502,PHASE1,TERMINATED,17,2024-10-18
NCT03656705,PHASE1,COMPLETED,2,2018-09-29
NCT02145078,NA,TERMINATED,4,2014-06-30
NCT03656393,PHASE3,UNKNOWN,48,2018-08-31
NCT05254184,PHASE1,RECRUITING,12,2022-11-01
NCT05024214,PHASE1/PHASE2,RECRUITING,170,2021-11-15
NCT07140016,PHASE1,RECRUITING,40,2025-09-22
NCT01346280,,COMPLETED,1079,2011-04-16
NCT06718972,,RECRUITING,1000,2024-09-01
NCT01300299,NA,WITHDRAWN,0,2011-02-28
NCT00062907,PHASE1,UNKNOWN,9,2003-05-31
NCT03726736,PHASE1/PHASE2,UNKNOWN,97,2018-12-21
NCT00055757,PHASE2,COMPLETED,48,2003-10-31
NCT03188562,NA,COMPLETED,200,2011-05-01
NCT07599007,,NOT_YET_RECRUITING,10,2026-05-24
NCT06117644,,NOT_YET_RECRUITING,30,2023-11-01
NCT07450183,PHASE2,NOT_YET_RECRUITING,33,2026-06-01
NCT04263688,,UNKNOWN,300,2020-03-01
NCT04063449,NA,UNKNOWN,170,2019-08-20
NCT04425681,PHASE2,UNKNOWN,20,2017-10-01
NCT05351320,PHASE2,UNKNOWN,40,2022-04-30
NCT02504489,PHASE3,COMPLETED,559,2015-12-31
NCT03725475,,COMPLETED,3111,2018-11-26
NCT05048797,PHASE3,ACTIVE_NOT_RECRUITING,454,2021-10-28
NCT01597258,,COMPLETED,2029,2012-05-29
NCT05635708,PHASE2,ACTIVE_NOT_RECRUITING,400,2023-03-07
NCT00372073,PHASE2,TERMINATED,187,2006-08-09
NCT01861197,PHASE2,UNKNOWN,27,2013-03-31
NCT04009122,NA,COMPLETED,266,2019-06-11
NCT05514314,PHASE2,UNKNOWN,90,2022-09-01
NCT01065415,,COMPLETED,272,2010-02-28
NCT07247227,NA,RECRUITING,150,2023-10-10
NCT06986291,NA,NOT_YET_RECRUITING,325,2025-08-31
NCT02991274,,COMPLETED,897,2017-01-16
NCT01836133,,COMPLETED,70,2013-05-31
NCT03911193,PHASE2,UNKNOWN,25,2018-09-21
NCT00425204,PHASE2,COMPLETED,31,2004-03-31
NCT01183858,PHASE3,COMPLETED,315,2010-10-31
NCT01473563,PHASE2,COMPLETED,52,2011-12-31
NCT06319313,PHASE2/PHASE3,NOT_YET_RECRUITING,534,2024-05-01
NCT05811169,,ACTIVE_NOT_RECRUITING,60,2023-02-15
NCT01330862,,UNKNOWN,54,2011-04-30
NCT00459342,PHASE2,COMPLETED,35,2007-03-31
NCT03215706,PHASE3,COMPLETED,719,2017-08-24
NCT02283021,,UNKNOWN,200,2015-01-31
NCT00536861,PHASE1,COMPLETED,11,2006-05-31
NCT03708328,PHASE1,COMPLETED,134,2018-10-15
NCT02407600,PHASE2,UNKNOWN,150,2015-04-30
NCT05891171,PHASE1,ACTIVE_NOT_RECRUITING,40,2023-10-13
NCT07144280,PHASE3,RECRUITING,680,2025-09-29
NCT03625323,PHASE2,COMPLETED,187,2019-02-21
NCT05711914,,COMPLETED,300,2021-01-31
NCT00452413,PHASE1/PHASE2,COMPLETED,65,2007-05-31
NCT04137588,,UNKNOWN,126,2021-03-03
NCT01920789,NA,UNKNOWN,102,2007-01-31
NCT01212627,PHASE1,TERMINATED,12,2010-09-30
NCT04742192,,COMPLETED,601,2021-03-04
NCT03411473,PHASE2,TERMINATED,2,2017-10-04
NCT06974097,,NOT_YET_RECRUITING,72,2025-07-01
NCT06890182,PHASE2,NOT_YET_RECRUITING,31,2025-03-31
NCT06847334,PHASE3,NOT_YET_RECRUITING,772,2025-04-27
NCT00701870,PHASE2,TERMINATED,1,2008-10-31
NCT07629960,PHASE1/PHASE2,RECRUITING,265,2026-06-30
NCT00745732,PHASE1,TERMINATED,3,2008-10-09
NCT04436406,NA,UNKNOWN,30,2020-03-11
NCT01579630,PHASE2/PHASE3,UNKNOWN,52,2011-03-31
NCT07330050,PHASE2,RECRUITING,31,2025-12-01
NCT02403271,PHASE1/PHASE2,COMPLETED,124,2015-03-31
NCT07688577,PHASE1/PHASE2,NOT_YET_RECRUITING,140,2026-08-31
NCT00862134,PHASE2,TERMINATED,42,2009-03-31
NCT01391143,PHASE1,COMPLETED,179,2011-07-31
NCT02848651,PHASE2,COMPLETED,153,2016-09-23
NCT05673187,PHASE2,ACTIVE_NOT_RECRUITING,68,2023-06-12
NCT02914990,PHASE1,COMPLETED,36,2016-12-29
NCT04646837,PHASE1/PHASE2,UNKNOWN,20,2021-05-01
NCT02059889,NA,WITHDRAWN,0,2014-07-31
NCT07479277,NA,RECRUITING,160,2026-02-27
NCT01234038,PHASE1/PHASE2,COMPLETED,116,2010-11-30
NCT00572325,,COMPLETED,180,2006-08-31
NCT02200354,PHASE2,TERMINATED,20,2014-07-31
NCT02376699,PHASE1,TERMINATED,159,2015-02-28
NCT05551117,PHASE2,TERMINATED,192,2023-06-13
NCT03090737,PHASE2,COMPLETED,129,2017-06-02
NCT05489731,PHASE1,UNKNOWN,72,2022-09-21
NCT00517790,PHASE2,COMPLETED,140,2007-08-31
NCT07264816,PHASE2,RECRUITING,80,2026-02-03
NCT05555212,PHASE1,UNKNOWN,72,2022-10-25
NCT05782426,PHASE2,UNKNOWN,28,2023-03-15
NCT05602792,PHASE1/PHASE2,UNKNOWN,233,2020-04-21
NCT04524195,PHASE1,TERMINATED,4,2021-02-01
NCT03607149,PHASE4,COMPLETED,11,2017-04-06
NCT03833934,,COMPLETED,62,2019-01-23
NCT05098132,PHASE1/PHASE2,RECRUITING,364,2022-01-25
NCT03616522,,COMPLETED,25,2018-05-21
NCT04254107,PHASE1,TERMINATED,133,2020-05-29
NCT06436144,PHASE2,NOT_YET_RECRUITING,93,2024-06-30
NCT02355431,PHASE2,WITHDRAWN,0,2014-12-31
NCT04921358,PHASE3,TERMINATED,377,2021-07-27
NCT04889066,PHASE2,WITHDRAWN,0,2024-10-01
NCT05675683,,COMPLETED,68,2021-10-01
NCT06793215,PHASE3,RECRUITING,600,2025-10-24
NCT03818776,EARLY_PHASE1,TERMINATED,7,2019-08-30
NCT02336061,,TERMINATED,344,2015-02-03
NCT02595450,,COMPLETED,299,2008-09-30
NCT05104788,PHASE2,RECRUITING,27,2021-10-25
NCT02657434,PHASE3,COMPLETED,578,2016-04-30
NCT06676917,PHASE2,WITHDRAWN,0,2025-06-30
NCT06775743,PHASE2,RECRUITING,53,2025-01-15
NCT01998425,,UNKNOWN,60,2013-11-30
NCT01944137,NA,COMPLETED,120,2013-09-30
NCT02950792,NA,WITHDRAWN,0,2017-08-31
NCT06646770,NA,NOT_YET_RECRUITING,400,2025-01-02
NCT03976856,PHASE1,UNKNOWN,42,2019-07-23
NCT06634056,PHASE2,RECRUITING,150,2026-06-15
NCT01948141,PHASE2,COMPLETED,6,2014-01-30
NCT06567704,,RECRUITING,20,2025-03-26
NCT06667154,PHASE2,RECRUITING,33,2023-10-10
NCT01405079,PHASE3,UNKNOWN,222,2011-09-19
NCT06154967,NA,UNKNOWN,20,2024-01-01
NCT01770665,,TERMINATED,21,2012-06-30
NCT07256002,,ACTIVE_NOT_RECRUITING,10000,2020-01-01
NCT07353489,NA,COMPLETED,61,2025-11-20
NCT01282437,PHASE3,COMPLETED,315,2009-01-31
NCT05221840,PHASE3,ACTIVE_NOT_RECRUITING,1051,2022-02-07
NCT03416231,PHASE2,UNKNOWN,20,2016-11-30
NCT02015416,PHASE1,COMPLETED,13,2013-11-30
NCT06341660,PHASE2,UNKNOWN,30,2023-05-25
NCT06403735,PHASE1,RECRUITING,250,2024-04-25
NCT05009329,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,315,2021-07-26
NCT04294810,PHASE3,COMPLETED,620,2020-03-04
NCT02784158,,NO_LONGER_AVAILABLE,,
NCT02650375,PHASE1,UNKNOWN,24,2015-10-31
NCT00642824,PHASE2,TERMINATED,3,2007-05-31
NCT05766800,PHASE2,RECRUITING,100,2023-03-14
NCT07379476,PHASE2,RECRUITING,64,2026-02-11
NCT05212922,PHASE2,WITHDRAWN,0,2023-06-30
NCT04960059,,COMPLETED,24,2022-02-11
NCT00052338,PHASE1,COMPLETED,34,2002-09-30
NCT01185847,PHASE2,COMPLETED,90,2010-11-30
NCT06652529,PHASE1,NOT_YET_RECRUITING,35,2025-01-31
NCT02365662,PHASE1,TERMINATED,46,2015-01-09
NCT01560195,PHASE3,UNKNOWN,150,2012-04-30
NCT05621837,,RECRUITING,1000,2022-03-10
NCT06410040,,UNKNOWN,28,2023-08-20
NCT02734524,PHASE2,UNKNOWN,104,2016-03-31
NCT06931717,PHASE3,RECRUITING,390,2026-01-12
NCT06685653,EARLY_PHASE1,NOT_YET_RECRUITING,65,
NCT06349252,,UNKNOWN,1263,2021-01-01
NCT02658890,PHASE1/PHASE2,COMPLETED,627,2016-04-14
NCT02284308,,ACTIVE_NOT_RECRUITING,180,2016-07-31
NCT05746481,PHASE2,TERMINATED,3,2023-08-10
NCT00003497,PHASE2,TERMINATED,9,1996-08-21
NCT05965102,PHASE1,UNKNOWN,31,2023-08-01
NCT00319800,PHASE2,UNKNOWN,50,2006-02-28
NCT06238479,PHASE1,ACTIVE_NOT_RECRUITING,490,2024-03-05
NCT06823401,,RECRUITING,270,2021-05-20
NCT01857271,PHASE2,TERMINATED,3,2013-11-30
NCT00850577,PHASE2,TERMINATED,255,2009-06-30
NCT04780217,PHASE1/PHASE2,UNKNOWN,42,2021-08-10
NCT03810807,PHASE1,COMPLETED,22,2019-01-17
NCT02223611,PHASE2,UNKNOWN,100,2014-12-31
NCT05801029,PHASE2,ACTIVE_NOT_RECRUITING,60,2023-07-18
NCT00362882,PHASE2,COMPLETED,81,2006-07-31
NCT02151149,PHASE4,COMPLETED,143,2014-06-09
NCT05473156,PHASE1/PHASE2,RECRUITING,168,2023-07-24
NCT00858364,PHASE3,TERMINATED,2549,2009-07-17
NCT07218601,PHASE2,RECRUITING,60,2025-10-10
NCT01843192,,COMPLETED,71,2013-05-31
NCT01368848,PHASE2,COMPLETED,7,2010-04-30
NCT06758401,PHASE3,RECRUITING,714,2025-07-23
NCT01711697,PHASE1,UNKNOWN,16,2012-09-04
NCT01146366,,COMPLETED,111,2008-01-31
NCT02573259,PHASE1,COMPLETED,147,2016-02-10
NCT02664935,PHASE2,COMPLETED,423,2015-05-13
NCT04849273,PHASE1,TERMINATED,11,2021-07-28
NCT07365319,PHASE2/PHASE3,RECRUITING,750,2026-05-18
NCT02437916,PHASE1,TERMINATED,30,2015-04-21
NCT02013206,PHASE2,COMPLETED,52,2006-09-30
NCT00880971,PHASE3,COMPLETED,394,2009-02-18
NCT04793815,NA,COMPLETED,15,2021-05-01
NCT04967417,PHASE2,COMPLETED,13,2022-05-26
NCT05648370,,UNKNOWN,60,2022-07-01
NCT04909073,,UNKNOWN,69,2022-10-25
NCT06029127,PHASE2,COMPLETED,35,2023-10-23
NCT01763671,PHASE3,COMPLETED,166,2013-05-31
NCT05358249,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,74,2022-10-24
NCT07155187,PHASE2/PHASE3,RECRUITING,430,2025-12-10
NCT01038752,PHASE2,TERMINATED,14,2010-08-31
NCT01187290,PHASE2,UNKNOWN,80,2010-08-31
NCT03157310,NA,COMPLETED,265,2009-05-01
NCT00096265,PHASE3,TERMINATED,126,2004-10-06
NCT02014324,,COMPLETED,215,2013-05-31
NCT00579683,,COMPLETED,228,2004-08-31
NCT06403111,PHASE2,RECRUITING,62,2024-06-01
NCT05223595,PHASE1,UNKNOWN,42,2021-04-02
NCT01827267,PHASE2,COMPLETED,62,2013-07-01
NCT05617313,PHASE2,TERMINATED,21,2023-02-17
NCT04647110,,COMPLETED,549,2020-12-14
NCT00252759,,COMPLETED,6000,2003-11-30
NCT00434668,PHASE2,COMPLETED,99,2005-12-31
NCT00730639,PHASE1,COMPLETED,395,2008-10-30
NCT06465329,PHASE2,RECRUITING,120,2024-11-18
NCT02058433,PHASE3,UNKNOWN,140,2014-01-31
NCT03965468,PHASE2,ACTIVE_NOT_RECRUITING,96,2019-11-19
NCT05519293,PHASE1/PHASE2,UNKNOWN,76,2022-12-15
NCT05172739,PHASE4,RECRUITING,70,2021-10-01
NCT07198217,PHASE2,RECRUITING,20,2021-05-25
NCT07014215,PHASE2,NOT_YET_RECRUITING,52,2025-06-30
NCT03661567,PHASE2,TERMINATED,52,2018-08-09
NCT04926831,PHASE2,TERMINATED,4,2022-08-10
NCT02567396,PHASE1,WITHDRAWN,0,2016-06-30
NCT00298298,PHASE1/PHASE2,TERMINATED,6,2006-01-31
NCT02273375,PHASE3,ACTIVE_NOT_RECRUITING,1415,2015-02-24
NCT03801200,PHASE2,UNKNOWN,90,2020-09-10
NCT02022982,PHASE1,COMPLETED,60,2014-01-31
NCT01192243,PHASE2,UNKNOWN,68,2009-12-31
NCT02608528,,TERMINATED,10,2015-10-22
NCT05094167,NA,UNKNOWN,46,2021-10-19
NCT04044859,PHASE1,ACTIVE_NOT_RECRUITING,120,2019-08-20
NCT05984277,PHASE3,ACTIVE_NOT_RECRUITING,1200,2023-10-24
NCT06557187,NA,ACTIVE_NOT_RECRUITING,40,2021-01-01
NCT00778167,PHASE1/PHASE2,COMPLETED,18,2008-10-31
NCT03334864,,UNKNOWN,5000,2022-11-03
NCT02501707,,TERMINATED,15,2017-04-25
NCT00380718,PHASE4,COMPLETED,33,2006-11-30
NCT00042315,PHASE3,TERMINATED,490,2002-06-30
NCT01028729,PHASE4,UNKNOWN,120,2009-09-30
NCT01201044,NA,UNKNOWN,80,2010-01-31
NCT02552121,PHASE1/PHASE2,COMPLETED,33,2015-11-30
NCT02272127,PHASE2,UNKNOWN,100,2014-07-31
NCT03454685,,UNKNOWN,100,2018-01-30
NCT01922583,PHASE2,COMPLETED,31,2014-01-31
NCT00950365,PHASE2,COMPLETED,79,2006-04-30
NCT02804776,PHASE2,COMPLETED,15,2015-01-27
NCT06930794,PHASE3,RECRUITING,300,2025-07-07
NCT07669779,PHASE2,NOT_YET_RECRUITING,348,2026-06-30
NCT00078260,PHASE3,COMPLETED,589,2003-12-31
NCT05462717,PHASE1,ACTIVE_NOT_RECRUITING,222,2022-09-19
NCT07259447,NA,RECRUITING,30,2024-06-21
NCT04522687,,RECRUITING,500,2012-01-01
NCT06924606,PHASE2,RECRUITING,66,2025-07-15
